ID;Playlist;Wort;
5210;Songs22;"        ""Lichter""";
5211;Songs22;"        ""Songtext""";
5212;Songs22;"        ""Millionen""";
5213;Songs22;"        ""Lichter""";
5214;Songs22;"        ""Strophe""";
5215;Songs22;"        ""Kopf""";
5216;Songs22;"        ""Karussell""";
5217;Songs22;"        ""Stra\u00dfen""";
5218;Songs22;"        ""Leben""";
5219;Songs22;"        ""Ferne""";
5220;Songs22;"        ""Stern""";
5221;Songs22;"        ""Refrain""";
5222;Songs22;"        ""Millionen""";
5223;Songs22;"        ""Lichter""";
5224;Songs22;"        ""Welt""";
5225;Songs22;"        ""Milliarden""";
5226;Songs22;"        ""Farben""";
5227;Songs22;"        ""Millionen""";
5228;Songs22;"        ""Lichter""";
5229;Songs22;"        ""Stadt""";
5230;Songs22;"        ""Nacht""";
5231;Songs22;"        ""Millionen""";
5232;Songs22;"        ""Lichter""";
5233;Songs22;"        ""Millionen""";
5234;Songs22;"        ""Gesichter""";
5235;Songs22;"        ""Strophe""";
5236;Songs22;"        ""Komet""";
5237;Songs22;"        ""Erdumlaufbahn""";
5238;Songs22;"        ""Regen""";
5239;Songs22;"        ""Haut""";
5240;Songs22;"        ""Adern""";
5241;Songs22;"        ""Strom""";
5242;Songs22;"        ""Ferne""";
5243;Songs22;"        ""All""";
5244;Songs22;"        ""Sterne""";
5245;Songs22;"        ""Nachthimmel""";
5246;Songs22;"        ""Refrain""";
5247;Songs22;"        ""Millionen""";
5248;Songs22;"        ""Lichter""";
5249;Songs22;"        ""Welt""";
5250;Songs22;"        ""Milliarden""";
5251;Songs22;"        ""Farben""";
5252;Songs22;"        ""Millionen""";
5253;Songs22;"        ""Lichter""";
5254;Songs22;"        ""Stadt""";
5255;Songs22;"        ""Nacht""";
5256;Songs22;"        ""Millionen""";
5257;Songs22;"        ""Geschichten""";
5258;Songs22;"        ""Millionen""";
5259;Songs22;"        ""Gesichter""";
5260;Songs22;"        ""Refrain""";
5261;Songs22;"        ""Millionen""";
5262;Songs22;"        ""Lichter""";
5263;Songs22;"        ""Welt""";
5264;Songs22;"        ""Milliarden""";
5265;Songs22;"        ""Farben""";
5266;Songs22;"        ""Millionen""";
5267;Songs22;"        ""Lichter""";
5268;Songs22;"        ""Stadt""";
5269;Songs22;"        ""Nacht""";
5270;Songs22;"        ""Millionen""";
5271;Songs22;"        ""Lichter""";
5272;Songs22;"        ""Millionen""";
5273;Songs22;"        ""Gesichter""";
5274;Songs22;"        ""ichEmbed""";
5275;Songs22;"        ""ContributorsUniversum""";
5276;Songs22;"        ""Strophe""";
5277;Songs22;"        ""Adel""";
5278;Songs22;"        ""Schimmer""";
5279;Songs22;"        ""Refrain""";
5280;Songs22;"        ""Adel""";
5281;Songs22;"        ""Ferne""";
5282;Songs22;"        ""Mongolei""";
5283;Songs22;"        ""Tiefen""";
5284;Songs22;"        ""Universum""";
5285;Songs22;"        ""Gipfel""";
5286;Songs22;"        ""Inseln""";
5287;Songs22;"        ""Herzen""";
5288;Songs22;"        ""Zuhaus""";
5289;Songs22;"        ""[""";
5290;Songs22;"        ""Strophe""";
5291;Songs22;"        ""Adel""";
5292;Songs22;"        ""Problem""";
5293;Songs22;"        ""Sicht""";
5294;Songs22;"        ""Bessres""";
5295;Songs22;"        ""Schimmer""";
5296;Songs22;"        ""Refrain""";
5297;Songs22;"        ""Adel""";
5298;Songs22;"        ""Ferne""";
5299;Songs22;"        ""Mongolei""";
5300;Songs22;"        ""Tiefen""";
5301;Songs22;"        ""Universum""";
5302;Songs22;"        ""Gipfel""";
5303;Songs22;"        ""Inseln""";
5304;Songs22;"        ""Herzen""";
5305;Songs22;"        ""Zuhaus""";
5306;Songs22;"        ""Adel""";
5307;Songs22;"        ""Reise""";
5308;Songs22;"        ""Reise""";
5309;Songs22;"        ""Jahr""";
5310;Songs22;"        ""Moment""";
5311;Songs22;"        ""Reise""";
5312;Songs22;"        ""Reise""";
5313;Songs22;"        ""Grenze""";
5314;Songs22;"        ""Refrain""";
5315;Songs22;"        ""Adel""";
5316;Songs22;"        ""Sternen""";
5317;Songs22;"        ""Marianengraben""";
5318;Songs22;"        ""Universum""";
5319;Songs22;"        ""Herzen""";
5320;Songs22;"        ""Zuhaus""";
5321;Songs22;"        ""Outro""";
5322;Songs22;"        ""Adel""";
5323;Songs22;"        ""Zuhaus""";
5324;Songs22;"        ""Kompliment""";
5325;Songs22;"        ""[""";
5326;Songs22;"        ""Strophe""";
5327;Songs22;"        ""Ziel""";
5328;Songs22;"        ""Reise""";
5329;Songs22;"        ""Perfektion""";
5330;Songs22;"        ""Art""";
5331;Songs22;"        ""Weise""";
5332;Songs22;"        ""Momenten""";
5333;Songs22;"        ""Schaumkrone""";
5334;Songs22;"        ""Woge""";
5335;Songs22;"        ""Begeisterung""";
5336;Songs22;"        ""Antrieb""";
5337;Songs22;"        ""Schwung""";
5338;Songs22;"        ""Refrain""";
5339;Songs22;"        ""Gr\u00f6\u00dfte""";
5340;Songs22;"        ""Strophe""";
5341;Songs22;"        ""Chillout-Area""";
5342;Songs22;"        ""Feiertage""";
5343;Songs22;"        ""Jahr""";
5344;Songs22;"        ""S\u00fc\u00dfwarenabteilung""";
5345;Songs22;"        ""Supermarkt""";
5346;Songs22;"        ""L\u00f6sung""";
5347;Songs22;"        ""Refrain""";
5348;Songs22;"        ""Gr\u00f6\u00dfte""";
5349;Songs22;"        ""Refrain""";
5350;Songs22;"        ""Gr\u00f6\u00dfte""";
5351;Songs22;"        ""4Embed""";
5352;Songs22;"        ""ContributorsTranslationsEnglishIrgendwie""";
5353;Songs22;"        ""Songtext""";
5354;Songs22;"        ""Strophe""";
5355;Songs22;"        ""Sturz""";
5356;Songs22;"        ""Raum""";
5357;Songs22;"        ""Zeit""";
5358;Songs22;"        ""Richtung""";
5359;Songs22;"        ""Unendlichkeit""";
5360;Songs22;"        ""Fliegen""";
5361;Songs22;"        ""Motten""";
5362;Songs22;"        ""Licht""";
5363;Songs22;"        ""Zukunft""";
5364;Songs22;"        ""Liebe""";
5365;Songs22;"        ""Mut""";
5366;Songs22;"        ""Feuerr\u00e4dern""";
5367;Songs22;"        ""Richtung""";
5368;Songs22;"        ""Zukunft""";
5369;Songs22;"        ""Nacht""";
5370;Songs22;"        ""Refrain""";
5371;Songs22;"        ""Hand""";
5372;Songs22;"        ""Schloss""";
5373;Songs22;"        ""Sand""";
5374;Songs22;"        ""Zeit""";
5375;Songs22;"        ""Z\u00e4rtlichkeit""";
5376;Songs22;"        ""Strophe""";
5377;Songs22;"        ""Sturz""";
5378;Songs22;"        ""Zeit""";
5379;Songs22;"        ""Raum""";
5380;Songs22;"        ""Erwacht""";
5381;Songs22;"        ""Traum""";
5382;Songs22;"        ""Augenblick""";
5383;Songs22;"        ""Nacht""";
5384;Songs22;"        ""Zukunft""";
5385;Songs22;"        ""Liebe""";
5386;Songs22;"        ""Mut""";
5387;Songs22;"        ""Feuerr\u00e4dern""";
5388;Songs22;"        ""Richtung""";
5389;Songs22;"        ""Zukunft""";
5390;Songs22;"        ""Nacht""";
5391;Songs22;"        ""Refrain""";
5392;Songs22;"        ""Hand""";
5393;Songs22;"        ""Schloss""";
5394;Songs22;"        ""Sand""";
5395;Songs22;"        ""Zeit""";
5396;Songs22;"        ""Z\u00e4rtlichkeit""";
5397;Songs22;"        ""Refrain""";
5398;Songs22;"        ""Hand""";
5399;Songs22;"        ""Schloss""";
5400;Songs22;"        ""Sand""";
5401;Songs22;"        ""Zeit""";
5402;Songs22;"        ""Z\u00e4rtlichkeit""";
5403;Songs22;"        ""Refrain""";
5404;Songs22;"        ""Hand""";
5405;Songs22;"        ""Schloss""";
5406;Songs22;"        ""Sand""";
5407;Songs22;"        ""Zeit""";
5408;Songs22;"        ""Z\u00e4rtlichkeit""";
5409;Songs22;"        ""Outro""";
5410;Songs22;"        ""ContributorsNe""";
5411;Songs22;"        ""Leiche""";
5412;Songs22;"        ""Refrain""";
5413;Songs22;"        ""Schei\u00dfe""";
5414;Songs22;"        ""Keller""";
5415;Songs22;"        ""Leiche""";
5416;Songs22;"        ""Schei\u00dfe""";
5417;Songs22;"        ""Blut""";
5418;Songs22;"        ""Plan""";
5419;Songs22;"        ""Sofa""";
5420;Songs22;"        ""Toter""";
5421;Songs22;"        ""Opa""";
5422;Songs22;"        ""Schei\u00dfe""";
5423;Songs22;"        ""Blut""";
5424;Songs22;"        ""Plan""";
5425;Songs22;"        ""Strophe""";
5426;Songs22;"        ""Beatzarre""";
5427;Songs22;"        ""Baumarkt""";
5428;Songs22;"        ""Kiste""";
5429;Songs22;"        ""Sarg""";
5430;Songs22;"        ""H\u00e4cksler""";
5431;Songs22;"        ""Garten""";
5432;Songs22;"        ""Motors\u00e4ge""";
5433;Songs22;"        ""Freunde""";
5434;Songs22;"        ""Barbecue""";
5435;Songs22;"        ""Fleisch""";
5436;Songs22;"        ""Wintergarten""";
5437;Songs22;"        ""Beton""";
5438;Songs22;"        ""Rakete""";
5439;Songs22;"        ""Mond""";
5440;Songs22;"        ""Tiefk\u00fchltruhe""";
5441;Songs22;"        ""Winter""";
5442;Songs22;"        ""bau""";
5443;Songs22;"        ""Refrain""";
5444;Songs22;"        ""Schei\u00dfe""";
5445;Songs22;"        ""Keller""";
5446;Songs22;"        ""Leiche""";
5447;Songs22;"        ""Schei\u00dfe""";
5448;Songs22;"        ""Blut""";
5449;Songs22;"        ""Plan""";
5450;Songs22;"        ""Sofa""";
5451;Songs22;"        ""Toter""";
5452;Songs22;"        ""Opa""";
5453;Songs22;"        ""Schei\u00dfe""";
5454;Songs22;"        ""Blut""";
5455;Songs22;"        ""Plan""";
5456;Songs22;"        ""Strophe""";
5457;Songs22;"        ""Sch\u00e4del""";
5458;Songs22;"        ""Bett""";
5459;Songs22;"        ""Nacht""";
5460;Songs22;"        ""Tag""";
5461;Songs22;"        ""Weg""";
5462;Songs22;"        ""Bad""";
5463;Songs22;"        ""Leiche""";
5464;Songs22;"        ""Zimmer""";
5465;Songs22;"        ""Arsch""";
5466;Songs22;"        ""Blut""";
5467;Songs22;"        ""Boden""";
5468;Songs22;"        ""Sender""";
5469;Songs22;"        ""Schreiben""";
5470;Songs22;"        ""Leiche""";
5471;Songs22;"        ""Scheibe""";
5472;Songs22;"        ""Fleischerei""";
5473;Songs22;"        ""Pennern""";
5474;Songs22;"        ""Br\u00fccke""";
5475;Songs22;"        ""Statuen""";
5476;Songs22;"        ""K\u00f6rperwelten""";
5477;Songs22;"        ""Uh""";
5478;Songs22;"        ""Copperfield""";
5479;Songs22;"        ""Keller""";
5480;Songs22;"        ""Leute""";
5481;Songs22;"        ""Leichen""";
5482;Songs22;"        ""Leben""";
5483;Songs22;"        ""Uh""";
5484;Songs22;"        ""Tresen""";
5485;Songs22;"        ""Refrain""";
5486;Songs22;"        ""Schei\u00dfe""";
5487;Songs22;"        ""Keller""";
5488;Songs22;"        ""Leiche""";
5489;Songs22;"        ""Schei\u00dfe""";
5490;Songs22;"        ""Blut""";
5491;Songs22;"        ""Plan""";
5492;Songs22;"        ""Sofa""";
5493;Songs22;"        ""Toter""";
5494;Songs22;"        ""Opa""";
5495;Songs22;"        ""Schei\u00dfe""";
5496;Songs22;"        ""Blut""";
5497;Songs22;"        ""Plan""";
5498;Songs22;"        ""Strophe""";
5499;Songs22;"        ""Dag-Alexis""";
5500;Songs22;"        ""Plan""";
5501;Songs22;"        ""Massen""";
5502;Songs22;"        ""Tag""";
5503;Songs22;"        ""Bundestag""";
5504;Songs22;"        ""Paketzusteller""";
5505;Songs22;"        ""Politiker""";
5506;Songs22;"        ""Leichen""";
5507;Songs22;"        ""Keller""";
5508;Songs22;"        ""Amoklauf""";
5509;Songs22;"        ""deponier""";
5510;Songs22;"        ""Aula""";
5511;Songs22;"        ""Organe""";
5512;Songs22;"        ""Geld""";
5513;Songs22;"        ""Einzelteile""";
5514;Songs22;"        ""Teil""";
5515;Songs22;"        ""Geldschein""";
5516;Songs22;"        ""Refrain""";
5517;Songs22;"        ""Schei\u00dfe""";
5518;Songs22;"        ""Keller""";
5519;Songs22;"        ""Leiche""";
5520;Songs22;"        ""Schei\u00dfe""";
5521;Songs22;"        ""Blut""";
5522;Songs22;"        ""Plan""";
5523;Songs22;"        ""Sofa""";
5524;Songs22;"        ""Toter""";
5525;Songs22;"        ""Opa""";
5526;Songs22;"        ""Schei\u00dfe""";
5527;Songs22;"        ""Blut""";
5528;Songs22;"        ""Plan""";
5529;Songs22;"        ""L\u00f6sung""";
5530;Songs22;"        ""Nachbar""";
5531;Songs22;"        ""Haus""";
5532;Songs22;"        ""Leiche""";
5533;Songs22;"        ""Couch""";
5534;Songs22;"        ""Schei\u00dfe""";
5535;Songs22;"        ""Keller""";
5536;Songs22;"        ""Leiche""";
5537;Songs22;"        ""Schei\u00dfe""";
5538;Songs22;"        ""Blut""";
5539;Songs22;"        ""Plan""";
5540;Songs22;"        ""Sofa""";
5541;Songs22;"        ""Toter""";
5542;Songs22;"        ""Opa""";
5543;Songs22;"        ""Schei\u00dfe""";
5544;Songs22;"        ""Blut""";
5545;Songs22;"        ""Plan?2Embed""";
5546;Songs22;"        ""Moment""";
5547;Songs22;"        ""[""";
5548;Songs22;"        ""Strophe""";
5549;Songs22;"        ""Tage""";
5550;Songs22;"        ""Stunden""";
5551;Songs22;"        ""Kopf""";
5552;Songs22;"        ""Zeiten""";
5553;Songs22;"        ""Zeiten""";
5554;Songs22;"        ""Moment""";
5555;Songs22;"        ""Leben""";
5556;Songs22;"        ""Endorphine""";
5557;Songs22;"        ""Moment""";
5558;Songs22;"        ""Moment""";
5559;Songs22;"        ""Leben""";
5560;Songs22;"        ""Endorphine""";
5561;Songs22;"        ""Moment""";
5562;Songs22;"        ""Moment""";
5563;Songs22;"        ""Strophe""";
5564;Songs22;"        ""Tag""";
5565;Songs22;"        ""Sonne""";
5566;Songs22;"        ""N\u00e4chten""";
5567;Songs22;"        ""Leben""";
5568;Songs22;"        ""Tag""";
5569;Songs22;"        ""Strophe""";
5570;Songs22;"        ""Stra\u00dfen""";
5571;Songs22;"        ""Welt""";
5572;Songs22;"        ""Tag""";
5573;Songs22;"        ""Sekunde""";
5574;Songs22;"        ""Atme""";
5575;Songs22;"        ""Outro""";
5576;Songs22;"        ""Moment""";
5577;Songs22;"        ""Moment""";
5578;Songs22;"        ""x2]Embed""";
5579;Songs22;"        ""ContributorsBerlin""";
5580;Songs22;"        ""Redoo""";
5581;Songs22;"        ""Berlin-City-Girl""";
5582;Songs22;"        ""Berlin-City-Girl""";
5583;Songs22;"        ""Berlin-City-Girl""";
5584;Songs22;"        ""Welt""";
5585;Songs22;"        ""Part""";
5586;Songs22;"        ""Haut""";
5587;Songs22;"        ""Stuhl""";
5588;Songs22;"        ""r-rattenscharf""";
5589;Songs22;"        ""Art""";
5590;Songs22;"        ""Halt""";
5591;Songs22;"        ""Schnauze""";
5592;Songs22;"        ""Drinks""";
5593;Songs22;"        ""Klappe""";
5594;Songs22;"        ""Sommer""";
5595;Songs22;"        ""Winter""";
5596;Songs22;"        ""Wucht""";
5597;Songs22;"        ""Blinder""";
5598;Songs22;"        ""Kinder""";
5599;Songs22;"        ""Redoo""";
5600;Songs22;"        ""Axt""";
5601;Songs22;"        ""Wald""";
5602;Songs22;"        ""Bombe""";
5603;Songs22;"        ""Kiez""";
5604;Songs22;"        ""Redoo""";
5605;Songs22;"        ""Berlin-City-Girl""";
5606;Songs22;"        ""Berlin-City-Girl""";
5607;Songs22;"        ""Berlin-City-Girl""";
5608;Songs22;"        ""Welt""";
5609;Songs22;"        ""Part""";
5610;Songs22;"        ""Johnny""";
5611;Songs22;"        ""Hosen""";
5612;Songs22;"        ""Mann""";
5613;Songs22;"        ""Zwei-Meter-Oberarm""";
5614;Songs22;"        ""Currywurst""";
5615;Songs22;"        ""Highheels""";
5616;Songs22;"        ""Feuerzeug""";
5617;Songs22;"        ""Bierflasche""";
5618;Songs22;"        ""latte""";
5619;Songs22;"        ""Grund""";
5620;Songs22;"        ""Opfer""";
5621;Songs22;"        ""Braut""";
5622;Songs22;"        ""Schrebergarten""";
5623;Songs22;"        ""Schick""";
5624;Songs22;"        ""Sektpulle""";
5625;Songs22;"        ""Hand""";
5626;Songs22;"        ""Uhr""";
5627;Songs22;"        ""Citybrunch""";
5628;Songs22;"        ""Larsito""";
5629;Songs22;"        ""Redoo""";
5630;Songs22;"        ""Style""";
5631;Songs22;"        ""Trend""";
5632;Songs22;"        ""Kiez""";
5633;Songs22;"        ""Redoo""";
5634;Songs22;"        ""Berlin-City-Girl""";
5635;Songs22;"        ""Berlin-City-Girl""";
5636;Songs22;"        ""Berlin-City-Girl""";
5637;Songs22;"        ""Berlin-City-Girl""";
5638;Songs22;"        ""Berlin-City-Girl""";
5639;Songs22;"        ""Welt""";
5640;Songs22;"        ""Berlin-City-Girl""";
5641;Songs22;"        ""Berlin-City-Girl""";
5642;Songs22;"        ""Welt""";
5643;Songs22;"        ""Part""";
5644;Songs22;"        ""Larsito""";
5645;Songs22;"        ""Welt""";
5646;Songs22;"        ""Stadt""";
5647;Songs22;"        ""T\u00f6chter""";
5648;Songs22;"        ""Ost""";
5649;Songs22;"        ""h\u00f6r'n""";
5650;Songs22;"        ""City-Girls""";
5651;Songs22;"        ""Larsito""";
5652;Songs22;"        ""Redoo""";
5653;Songs22;"        ""Hamburg-City-Girls""";
5654;Songs22;"        ""City-Girls""";
5655;Songs22;"        ""K\u00f6lner-City-Girls""";
5656;Songs22;"        ""Frankfurt-City-Girls""";
5657;Songs22;"        ""City-Girls""";
5658;Songs22;"        ""Outro""";
5659;Songs22;"        ""Albumversion""";
5660;Songs22;"        ""Hannover-City-Girls""";
5661;Songs22;"        ""City-Girls""";
5662;Songs22;"        ""Wuppertal-City-Girls2Embed""";
5663;Songs22;"        ""ContributorsMonsta""";
5664;Songs22;"        ""Lyrics""";
5665;Songs22;"        ""Songtext""";
5666;Songs22;"        ""Intro""";
5667;Songs22;"        ""Wo-wo-wo-wo-wo-woah""";
5668;Songs22;"        ""[""";
5669;Songs22;"        ""Strophe""";
5670;Songs22;"        ""Larsito""";
5671;Songs22;"        ""Nacht""";
5672;Songs22;"        ""Piste""";
5673;Songs22;"        ""tick""";
5674;Songs22;"        ""Gedanken""";
5675;Songs22;"        ""Bitte""";
5676;Songs22;"        ""Monstabody""";
5677;Songs22;"        ""Monstablick""";
5678;Songs22;"        ""Monsta-Boomboom""";
5679;Songs22;"        ""Kick""";
5680;Songs22;"        ""Refrain""";
5681;Songs22;"        ""Monsta""";
5682;Songs22;"        ""Angst""";
5683;Songs22;"        ""Monsta""";
5684;Songs22;"        ""Angst""";
5685;Songs22;"        ""Strophe""";
5686;Songs22;"        ""Mr.""";
5687;Songs22;"        ""Stern""";
5688;Songs22;"        ""Fressen""";
5689;Songs22;"        ""Explodier'n""";
5690;Songs22;"        ""Fahr""";
5691;Songs22;"        ""Krallen""";
5692;Songs22;"        ""R\u00fccken""";
5693;Songs22;"        ""Piercings""";
5694;Songs22;"        ""Schampusglas""";
5695;Songs22;"        ""Junge""";
5696;Songs22;"        ""Welt""";
5697;Songs22;"        ""M\u00e4nner""";
5698;Songs22;"        ""Monstabody""";
5699;Songs22;"        ""Monstablick""";
5700;Songs22;"        ""Monsta-Boomboom""";
5701;Songs22;"        ""Kick""";
5702;Songs22;"        ""Refrain""";
5703;Songs22;"        ""Monsta""";
5704;Songs22;"        ""Angst""";
5705;Songs22;"        ""Monsta""";
5706;Songs22;"        ""Angst""";
5707;Songs22;"        ""Strophe""";
5708;Songs22;"        ""Au""";
5709;Songs22;"        ""Drinks""";
5710;Songs22;"        ""Bar""";
5711;Songs22;"        ""Vollweib-Monsta""";
5712;Songs22;"        ""Sekt""";
5713;Songs22;"        ""Wein""";
5714;Songs22;"        ""Bier""";
5715;Songs22;"        ""Unglaubliches""";
5716;Songs22;"        ""Augen""";
5717;Songs22;"        ""Braut""";
5718;Songs22;"        ""Gesicht""";
5719;Songs22;"        ""Hammer""";
5720;Songs22;"        ""Gl\u00fcck""";
5721;Songs22;"        ""Mann""";
5722;Songs22;"        ""Monstabody""";
5723;Songs22;"        ""Monstablick""";
5724;Songs22;"        ""Monsta-Boomboom""";
5725;Songs22;"        ""Kick""";
5726;Songs22;"        ""Refrain""";
5727;Songs22;"        ""Monsta""";
5728;Songs22;"        ""Angst""";
5729;Songs22;"        ""Monsta""";
5730;Songs22;"        ""Angst""";
5731;Songs22;"        ""Outro""";
5732;Songs22;"        ""Angst""";
5733;Songs22;"        ""ein\u2014""";
5734;Songs22;"        ""Angst""";
5735;Songs22;"        ""Ey)1Embed""";
5736;Songs22;"        ""Songtext""";
5737;Songs22;"        ""Ding""";
5738;Songs22;"        ""Part""";
5739;Songs22;"        ""Hut""";
5740;Songs22;"        ""Mann""";
5741;Songs22;"        ""Kick""";
5742;Songs22;"        ""Soloausritt""";
5743;Songs22;"        ""Poser-Outfit""";
5744;Songs22;"        ""Mach""";
5745;Songs22;"        ""brett-fett""";
5746;Songs22;"        ""rauch""";
5747;Songs22;"        ""Br\u00e4ute""";
5748;Songs22;"        ""Poser-Auschnitt""";
5749;Songs22;"        ""Club""";
5750;Songs22;"        ""Ausblick""";
5751;Songs22;"        ""Braut""";
5752;Songs22;"        ""schmuck""";
5753;Songs22;"        ""austickt""";
5754;Songs22;"        ""Frau""";
5755;Songs22;"        ""Ausgang""";
5756;Songs22;"        ""Hausmann""";
5757;Songs22;"        ""Brauch""";
5758;Songs22;"        ""Bar""";
5759;Songs22;"        ""Frau""";
5760;Songs22;"        ""Lady""";
5761;Songs22;"        ""Mojito""";
5762;Songs22;"        ""Mal""";
5763;Songs22;"        ""Lied""";
5764;Songs22;"        ""Tanz""";
5765;Songs22;"        ""Song""";
5766;Songs22;"        ""Placebo""";
5767;Songs22;"        ""Dame""";
5768;Songs22;"        ""Dell\u00e9""";
5769;Songs22;"        ""Ding""";
5770;Songs22;"        ""Kling-linge-ling""";
5771;Songs22;"        ""k\u00f6nnten's""";
5772;Songs22;"        ""Drink""";
5773;Songs22;"        ""Ding""";
5774;Songs22;"        ""Tinga-linga-ling""";
5775;Songs22;"        ""Part""";
5776;Songs22;"        ""Zuhause""";
5777;Songs22;"        ""Frau""";
5778;Songs22;"        ""Kids""";
5779;Songs22;"        ""Augenblick""";
5780;Songs22;"        ""Wunsch""";
5781;Songs22;"        ""Augen""";
5782;Songs22;"        ""Alter""";
5783;Songs22;"        ""Braut""";
5784;Songs22;"        ""Zeit""";
5785;Songs22;"        ""Drinks""";
5786;Songs22;"        ""Ding""";
5787;Songs22;"        ""versuch""";
5788;Songs22;"        ""becher""";
5789;Songs22;"        ""Barkeeper""";
5790;Songs22;"        ""F\u00e4ssern""";
5791;Songs22;"        ""Gedanken""";
5792;Songs22;"        ""Sex""";
5793;Songs22;"        ""Offensive""";
5794;Songs22;"        ""Mann""";
5795;Songs22;"        ""Kopf""";
5796;Songs22;"        ""Toilette""";
5797;Songs22;"        ""Kotzen""";
5798;Songs22;"        ""Ehe""";
5799;Songs22;"        ""Dell\u00e9""";
5800;Songs22;"        ""Ding""";
5801;Songs22;"        ""Kling-linge-ling""";
5802;Songs22;"        ""k\u00f6nnten's""";
5803;Songs22;"        ""Drink""";
5804;Songs22;"        ""Ding""";
5805;Songs22;"        ""Tinga-linga-ling""";
5806;Songs22;"        ""Part""";
5807;Songs22;"        ""See""";
5808;Songs22;"        ""Caught""";
5809;Songs22;"        ""fright""";
5810;Songs22;"        ""Dell\u00e9""";
5811;Songs22;"        ""Ding""";
5812;Songs22;"        ""Kling-linge-ling""";
5813;Songs22;"        ""k\u00f6nnten's""";
5814;Songs22;"        ""Drink""";
5815;Songs22;"        ""Ding""";
5816;Songs22;"        ""Tinga-linga-ling""";
5817;Songs22;"        ""Outro""";
5818;Songs22;"        ""Dell\u00e9""";
5819;Songs22;"        ""Ding""";
5820;Songs22;"        ""Kling-linge-ling""";
5821;Songs22;"        ""k\u00f6nnten's""";
5822;Songs22;"        ""Drink""";
5823;Songs22;"        ""Oh-oh-oh5Embed""";
5824;Songs22;"        ""Songtext""";
5825;Songs22;"        ""Intro""";
5826;Songs22;"        ""Oh""";
5827;Songs22;"        ""Strophe""";
5828;Songs22;"        ""Mach""";
5829;Songs22;"        ""Sauftouren""";
5830;Songs22;"        ""Pr\u00fcgelei'n""";
5831;Songs22;"        ""Geh""";
5832;Songs22;"        ""betr\u00fcgen""";
5833;Songs22;"        ""Fick""";
5834;Songs22;"        ""Geld""";
5835;Songs22;"        ""Eh""";
5836;Songs22;"        ""Ideen""";
5837;Songs22;"        ""Stehen""";
5838;Songs22;"        ""trag""";
5839;Songs22;"        ""Pelz""";
5840;Songs22;"        ""Mudder""";
5841;Songs22;"        ""Schlampe""";
5842;Songs22;"        ""Besitze""";
5843;Songs22;"        ""Energiesparlampe""";
5844;Songs22;"        ""Refrain""";
5845;Songs22;"        ""Oh""";
5846;Songs22;"        ""Gewissen""";
5847;Songs22;"        ""Oh""";
5848;Songs22;"        ""Pause""";
5849;Songs22;"        ""Hause""";
5850;Songs22;"        ""Post-Refrain""";
5851;Songs22;"        ""Oh""";
5852;Songs22;"        ""oh""";
5853;Songs22;"        ""Oh""";
5854;Songs22;"        ""[""";
5855;Songs22;"        ""Strophe""";
5856;Songs22;"        ""Netz""";
5857;Songs22;"        ""saug""";
5858;Songs22;"        ""Lied""";
5859;Songs22;"        ""saug""";
5860;Songs22;"        ""Songs""";
5861;Songs22;"        ""Ey""";
5862;Songs22;"        ""Digga""";
5863;Songs22;"        ""H\u00e4ng""";
5864;Songs22;"        ""Friedhof""";
5865;Songs22;"        ""Leben""";
5866;Songs22;"        ""Party""";
5867;Songs22;"        ""Geh""";
5868;Songs22;"        ""trag""";
5869;Songs22;"        ""Crack""";
5870;Songs22;"        ""Mann""";
5871;Songs22;"        ""Tiere""";
5872;Songs22;"        ""Refrain""";
5873;Songs22;"        ""Oh""";
5874;Songs22;"        ""Gewissen""";
5875;Songs22;"        ""Oh""";
5876;Songs22;"        ""Pause""";
5877;Songs22;"        ""Hause""";
5878;Songs22;"        ""Post-Refrain""";
5879;Songs22;"        ""Oh""";
5880;Songs22;"        ""Outro""";
5881;Songs22;"        ""Karma""";
5882;Songs22;"        ""Beamten""";
5883;Songs22;"        ""Elefanten""";
5884;Songs22;"        ""Karma""";
5885;Songs22;"        ""Beamten""";
5886;Songs22;"        ""ElefantenEmbed""";
5887;Songs22;"        ""ContributorsRadio""";
5888;Songs22;"        ""TOP""";
5889;Songs22;"        ""STELAR""";
5890;Songs22;"        ""JUST""";
5891;Songs22;"        ""GIGI""";
5892;Songs22;"        ""D'AGOSTINO""";
5893;Songs22;"        ""WE""";
5894;Songs22;"        ""LIAM""";
5895;Songs22;"        ""GARY""";
5896;Songs22;"        ""WE""";
5897;Songs22;"        ""WE""";
5898;Songs22;"        ""DANCE""";
5899;Songs22;"        ""CELINE""";
5900;Songs22;"        ""KEINE""";
5901;Songs22;"        ""Z\u00c4UNE""";
5902;Songs22;"        ""L'AMOUR""";
5903;Songs22;"        ""GIGI""";
5904;Songs22;"        ""D'AGOSTINO""";
5905;Songs22;"        ""AROUND""";
5906;Songs22;"        ""DISCO""";
5907;Songs22;"        ""FEAT""";
5908;Songs22;"        ""WORTE""";
5909;Songs22;"        ""MEINE""";
5910;Songs22;"        ""SPRACHE""";
5911;Songs22;"        ""SYMPHONIE""";
5912;Songs22;"        ""NO""";
5913;Songs22;"        ""JORDIN""";
5914;Songs22;"        ""I'LL""";
5915;Songs22;"        ""JOHNNY""";
5916;Songs22;"        ""FEUER""";
5917;Songs22;"        ""LIVIN""";
5918;Songs22;"        ""BILLY""";
5919;Songs22;"        ""DEPECHE""";
