ID;Playlist;Wort;
9089;Songs90er;"        ""Heroisierung""";
9090;Songs90er;"        ""M\u00e4nner""";
9091;Songs90er;"        ""Abgrenzung""";
9092;Songs90er;"        ""Herabw\u00fcrdigung""";
9093;Songs90er;"        ""Frauen""";
9094;Songs90er;"        ""Homosexuellen""";
9095;Songs90er;"        ""Abgrenzung""";
9096;Songs90er;"        ""Geschlecht""";
9097;Songs90er;"        ""Frauen""";
9098;Songs90er;"        ""Mann""";
9099;Songs90er;"        ""M\u00e4nnern""";
9100;Songs90er;"        ""begehrenswerteste""";
9101;Songs90er;"        ""Res\u00fcmee""";
9102;Songs90er;"        ""Verkn\u00fcpfung""";
9103;Songs90er;"        ""Aids""";
9104;Songs90er;"        ""Homosexualit\u00e4t""";
9105;Songs90er;"        ""Satz""";
9106;Songs90er;"        ""Attit\u00fcde""";
9107;Songs90er;"        ""Grenzen""";
9108;Songs90er;"        ""Tabubruch""";
9109;Songs90er;"        ""Geschmack""";
9110;Songs90er;"        ""Underground""";
9111;Songs90er;"        ""Erfolg""";
9112;Songs90er;"        ""Kultstatus""";
9113;Songs90er;"        ""Pionier""";
9114;Songs90er;"        ""Gangstaraps""";
9115;Songs90er;"        ""Wegbereiter""";
9116;Songs90er;"        ""H\u00e4rte""";
9117;Songs90er;"        ""Kritik""";
9118;Songs90er;"        ""Tendenz""";
9119;Songs90er;"        ""Song""";
9120;Songs90er;"        ""Schwule""";
9121;Songs90er;"        ""Rapper""";
9122;Songs90er;"        ""Song""";
9123;Songs90er;"        ""Haarspalter""";
9124;Songs90er;"        ""Song""";
9125;Songs90er;"        ""Rapper""";
9126;Songs90er;"        ""Anerkennung""";
9127;Songs90er;"        ""Szene""";
9128;Songs90er;"        ""Tabubr\u00fcche""";
9129;Songs90er;"        ""Grenz\u00fcberschreitungen""";
9130;Songs90er;"        ""Homophobie""";
9131;Songs90er;"        ""Hiphop""";
9132;Songs90er;"        ""Vorwurf""";
9133;Songs90er;"        ""Tendenzen""";
9134;Songs90er;"        ""Linie""";
9135;Songs90er;"        ""Gebrauchs""";
9136;Songs90er;"        ""Adjektivs""";
9137;Songs90er;"        ""Verbs""";
9138;Songs90er;"        ""Variationen""";
9139;Songs90er;"        ""Interpretations\u00adm\u00f6glichkeiten""";
9140;Songs90er;"        ""Text""";
9141;Songs90er;"        ""[""";
9142;Songs90er;"        ""Blut""";
9143;Songs90er;"        ""Western""";
9144;Songs90er;"        ""Whisky""";
9145;Songs90er;"        ""fick""";
9146;Songs90er;"        ""Schwestern""";
9147;Songs90er;"        ""Bushido""";
9148;Songs90er;"        ""Gangbang""";
9149;Songs90er;"        ""Bezeichnung""";
9150;Songs90er;"        ""Geschlechts\u00adverkehr""";
9151;Songs90er;"        ""Verundeutlichung""";
9152;Songs90er;"        ""Semantik""";
9153;Songs90er;"        ""Frage""";
9154;Songs90er;"        ""Rap""";
9155;Songs90er;"        ""Symbolsprache""";
9156;Songs90er;"        ""Bedeutungen""";
9157;Songs90er;"        ""Sprachge\u00adbrauch""";
9158;Songs90er;"        ""Worte""";
9159;Songs90er;"        ""Schwuchtel""";
9160;Songs90er;"        ""Kontext""";
9161;Songs90er;"        ""Hiphop""";
9162;Songs90er;"        ""Sprache""";
9163;Songs90er;"        ""gen\u00adretypischen""";
9164;Songs90er;"        ""M\u00e4nnerwettstreit""";
9165;Songs90er;"        ""Leben""";
9166;Songs90er;"        ""Distanzierung""";
9167;Songs90er;"        ""Rapper""";
9168;Songs90er;"        ""Inhalten""";
9169;Songs90er;"        ""Tage""";
9170;Songs90er;"        ""Halb-Araber""";
9171;Songs90er;"        ""Rapper""";
9172;Songs90er;"        ""Stellungnahme""";
9173;Songs90er;"        ""Interview""";
9174;Songs90er;"        ""Tagesspiegel""";
9175;Songs90er;"        ""Sinn""";
9176;Songs90er;"        ""Humor""";
9177;Songs90er;"        ""Asos""";
9178;Songs90er;"        ""Asozialen""";
9179;Songs90er;"        ""Frauen""";
9180;Songs90er;"        ""Image""";
9181;Songs90er;"        ""Ph\u00e4nomen""";
9182;Songs90er;"        ""Texte""";
9183;Songs90er;"        ""Anspielungen""";
9184;Songs90er;"        ""Homosexuelle""";
9185;Songs90er;"        ""Aussagen""";
9186;Songs90er;"        ""Frauen""";
9187;Songs90er;"        ""Solidarit\u00e4t""";
9188;Songs90er;"        ""Frauen""";
9189;Songs90er;"        ""Szene""";
9190;Songs90er;"        ""Solidarit\u00e4t""";
9191;Songs90er;"        ""Homosexuellen""";
9192;Songs90er;"        ""Stellungnahmen""";
9193;Songs90er;"        ""Rapper""";
9194;Songs90er;"        ""Bild""";
9195;Songs90er;"        ""Unholds""";
9196;Songs90er;"        ""Unterkapitel""";
9197;Songs90er;"        ""Ho\u00admosexuellen""";
9198;Songs90er;"        ""Gr\u00fcnde""";
9199;Songs90er;"        ""Verhalten""";
9200;Songs90er;"        ""M\u00e4nnerdom\u00e4nen""";
9201;Songs90er;"        ""Fussball""";
9202;Songs90er;"        ""Milit\u00e4r""";
9203;Songs90er;"        ""Bekenntnis""";
9204;Songs90er;"        ""Schwule""";
9205;Songs90er;"        ""Rap""";
9206;Songs90er;"        ""Imageschaden""";
9207;Songs90er;"        ""Stelle""";
9208;Songs90er;"        ""Entstehung""";
9209;Songs90er;"        ""H\u00e4rte""";
9210;Songs90er;"        ""Jahren""";
9211;Songs90er;"        ""Gangstarap""";
9212;Songs90er;"        ""Munde""";
9213;Songs90er;"        ""Rap""";
9214;Songs90er;"        ""Rolle""";
9215;Songs90er;"        ""Authentizit\u00e4t""";
9216;Songs90er;"        ""Rapper""";
9217;Songs90er;"        ""Gerappte""";
9218;Songs90er;"        ""Liedern""";
9219;Songs90er;"        ""Kunstfigur""";
9220;Songs90er;"        ""Ambivalenz""";
9221;Songs90er;"        ""Ende""";
9222;Songs90er;"        ""80er-Jahre""";
9223;Songs90er;"        ""Ghetto""";
9224;Songs90er;"        ""Brennpunkte""";
9225;Songs90er;"        ""An\u00adfang""";
9226;Songs90er;"        ""Jahrhunderts""";
9227;Songs90er;"        ""Form""";
9228;Songs90er;"        ""Image""";
9229;Songs90er;"        ""Bandenkriege""";
9230;Songs90er;"        ""Drogen""";
9231;Songs90er;"        ""Mitgliedern""";
9232;Songs90er;"        ""Fall""";
9233;Songs90er;"        ""Ghetto""";
9234;Songs90er;"        ""Chef""";
9235;Songs90er;"        ""Junge""";
9236;Songs90er;"        ""heiss\u009ft""";
9237;Songs90er;"        ""Block""";
9238;Songs90er;"        ""Wohnen""";
9239;Songs90er;"        ""Leben""";
9240;Songs90er;"        ""Drogen""";
9241;Songs90er;"        ""Prostitution""";
9242;Songs90er;"        ""Gheddo""";
9243;Songs90er;"        ""Problemviertel""";
9244;Songs90er;"        ""Ghetto-Verh\u00e4ltnissen""";
9245;Songs90er;"        ""Jahre""";
9246;Songs90er;"        ""Zeitung""";
9247;Songs90er;"        ""Klima""";
9248;Songs90er;"        ""vergleichbares""";
9249;Songs90er;"        ""[""";
9250;Songs90er;"        ""Oktoberfest""";
9251;Songs90er;"        ""Alternative""";
9252;Songs90er;"        ""Str\u00f6mungen""";
9253;Songs90er;"        ""Selbstinszenierungen""";
9254;Songs90er;"        ""Weltbilder""";
9255;Songs90er;"        ""Hype""";
9256;Songs90er;"        ""Ende""";
9257;Songs90er;"        ""Str\u00f6mungen""";
9258;Songs90er;"        ""Gruppe""";
9259;Songs90er;"        ""Ges\u00e4nge""";
9260;Songs90er;"        ""Refrains""";
9261;Songs90er;"        ""Verkleidungen""";
9262;Songs90er;"        ""Soundstrukturen""";
9263;Songs90er;"        ""Kontrast""";
9264;Songs90er;"        ""Hi\u00adphopkultur""";
9265;Songs90er;"        ""Mitglieder""";
9266;Songs90er;"        ""Erkl\u00e4rung""";
9267;Songs90er;"        ""Duos""";
9268;Songs90er;"        ""Anerkennung""";
9269;Songs90er;"        ""Kapitel""";
9270;Songs90er;"        ""Homophobie""";
9271;Songs90er;"        ""Einfl\u00fcsse""";
9272;Songs90er;"        ""Rap-Szene""";
9273;Songs90er;"        ""Symphati\u00adsanten""";
9274;Songs90er;"        ""Rap-Szene""";
9275;Songs90er;"        ""Rapper""";
9276;Songs90er;"        ""Jahre""";
9277;Songs90er;"        ""Ruf""";
9278;Songs90er;"        ""Hit""";
9279;Songs90er;"        ""Stan""";
9280;Songs90er;"        ""Musiker""";
9281;Songs90er;"        ""Freund""";
9282;Songs90er;"        ""Zuge""";
9283;Songs90er;"        ""Pr\u00e4sidentschaftserfolgs""";
9284;Songs90er;"        ""Rapper""";
9285;Songs90er;"        ""Unter\u00adst\u00fctzer""";
9286;Songs90er;"        ""Politik""";
9287;Songs90er;"        ""Vergleich""";
9288;Songs90er;"        ""Diskriminierung""";
9289;Songs90er;"        ""Schwarzer""";
9290;Songs90er;"        ""Homosexuellen""";
9291;Songs90er;"        ""Einsch\u00e4tzung""";
9292;Songs90er;"        ""Masse""";
9293;Songs90er;"        ""Afroamerikanern""";
9294;Songs90er;"        ""Tendenz""";
9295;Songs90er;"        ""Bildes""";
9296;Songs90er;"        ""Homosexuellen""";
9297;Songs90er;"        ""Hiphop""";
9298;Songs90er;"        ""Juli""";
9299;Songs90er;"        ""Outing""";
9300;Songs90er;"        ""R'n'B-S\u00e4nger""";
9301;Songs90er;"        ""Rappern""";
9302;Songs90er;"        ""Anerkennung""";
9303;Songs90er;"        ""H\u00f6hepunkt""";
9304;Songs90er;"        ""Gangstarap-\u00c4ra""";
9305;Songs90er;"        ""Anfang""";
9306;Songs90er;"        ""Wechselstimmung""";
9307;Songs90er;"        ""Rapgruppe""";
9308;Songs90er;"        ""Sommer""";
9309;Songs90er;"        ""Erfolge""";
9310;Songs90er;"        ""Liedern""";
9311;Songs90er;"        ""Auftritten""";
9312;Songs90er;"        ""Sexismus""";
9313;Songs90er;"        ""Homophobie""";
9314;Songs90er;"        ""Video""";
9315;Songs90er;"        ""Single""";
9316;Songs90er;"        ""Geld""";
9317;Songs90er;"        ""M\u00e4nner""";
9318;Songs90er;"        ""Gruppe""";
9319;Songs90er;"        ""Zeichen""";
9320;Songs90er;"        ""Homo\u00adphobie""";
9321;Songs90er;"        ""Album""";
9322;Songs90er;"        ""Titel""";
9323;Songs90er;"        ""Sexismus""";
9324;Songs90er;"        ""Rechts""";
9325;Songs90er;"        ""Haltung""";
9326;Songs90er;"        ""Gangstaraps""";
9327;Songs90er;"        ""Jahre""";
9328;Songs90er;"        ""Frauen""";
9329;Songs90er;"        ""Geld""";
9330;Songs90er;"        ""Theke""";
9331;Songs90er;"        ""Kurzen""";
9332;Songs90er;"        ""System""";
9333;Songs90er;"        ""\u00dcbertriebene""";
9334;Songs90er;"        ""M\u00e4nnlichkeit""";
9335;Songs90er;"        ""Potenz""";
9336;Songs90er;"        ""Gegenteil""";
9337;Songs90er;"        ""Lied""";
9338;Songs90er;"        ""S\u00e4ngern""";
9339;Songs90er;"        ""Geschlechtsteil""";
9340;Songs90er;"        ""Problemen""";
9341;Songs90er;"        ""Rapper""";
9342;Songs90er;"        ""Jahre""";
9343;Songs90er;"        ""Album""";
9344;Songs90er;"        ""Hauptthemen""";
9345;Songs90er;"        ""Liebe""";
9346;Songs90er;"        ""Z\u00e4rtlichkeit""";
9347;Songs90er;"        ""Cover""";
9348;Songs90er;"        ""Einhorn""";
9349;Songs90er;"        ""Br\u00fcsten""";
9350;Songs90er;"        ""Symbole""";
9351;Songs90er;"        ""Z\u00e4rtlichkeit""";
9352;Songs90er;"        ""Anmut""";
9353;Songs90er;"        ""Weiblich\u00adkeit""";
9354;Songs90er;"        ""Pulsader""";
9355;Songs90er;"        ""Symbol""";
9356;Songs90er;"        ""Homose\u00adxualit\u00e4t""";
9357;Songs90er;"        ""Blutfont\u00e4ne""";
9358;Songs90er;"        ""Mitglied""";
9359;Songs90er;"        ""Rapgruppe""";
9360;Songs90er;"        ""Aufhebung""";
9361;Songs90er;"        ""Geschlechtsrollen""";
9362;Songs90er;"        ""Attit\u00fcden""";
9363;Songs90er;"        ""Bekanntheit""";
9364;Songs90er;"        ""Geschichte""";
9365;Songs90er;"        ""NPD-Mitglieds""";
9366;Songs90er;"        ""OP""";
9367;Songs90er;"        ""Jahre""";
9368;Songs90er;"        ""Wahlkampf""";
9369;Songs90er;"        ""Single""";
9370;Songs90er;"        ""Rapper""";
9371;Songs90er;"        ""Rapsongs""";
9372;Songs90er;"        ""Ende""";
9373;Songs90er;"        ""Stilwechsel""";
9374;Songs90er;"        ""Genre""";
9375;Songs90er;"        ""Auftreten""";
9376;Songs90er;"        ""Jeans""";
9377;Songs90er;"        ""Stimmlage""";
9378;Songs90er;"        ""Tabus""";
9379;Songs90er;"        ""Szene""";
9380;Songs90er;"        ""Raplandschaft""";
9381;Songs90er;"        ""Stile""";
9382;Songs90er;"        ""Pers\u00f6nlichkeiten""";
9383;Songs90er;"        ""Gro\u00dfen""";
9384;Songs90er;"        ""Ganzen""";
9385;Songs90er;"        ""Menschenverachtung""";
9386;Songs90er;"        ""Erfolge""";
9387;Songs90er;"        ""Album""";
9388;Songs90er;"        ""Kollegah""";
9389;Songs90er;"        ""Bitches""";
9390;Songs90er;"        ""Jungfrau""";
9391;Songs90er;"        ""Optionen""";
9392;Songs90er;"        ""Arsch""";
9393;Songs90er;"        ""Mund""";
9394;Songs90er;"        ""Kleines""";
9395;Songs90er;"        ""K\u00f6rper""";
9396;Songs90er;"        ""Frau""";
9397;Songs90er;"        ""Geburt""";
9398;Songs90er;"        ""K\u00f6rper""";
9399;Songs90er;"        ""Frau""";
9400;Songs90er;"        ""Fr\u00fchjahr""";
9401;Songs90er;"        ""Platz""";
9402;Songs90er;"        ""Albumcharts""";
9403;Songs90er;"        ""Fazit""";
9404;Songs90er;"        ""Homophobie""";
9405;Songs90er;"        ""Hiphop""";
9406;Songs90er;"        ""Wesentlichen""";
9407;Songs90er;"        ""Gangstarap""";
9408;Songs90er;"        ""Hiphop""";
9409;Songs90er;"        ""M\u00e4nnerdom\u00e4ne""";
9410;Songs90er;"        ""Augenmerks""";
9411;Songs90er;"        ""Ausdrucksf\u00e4higkeit""";
9412;Songs90er;"        ""Beleidigun\u00adgen""";
9413;Songs90er;"        ""Kr\u00e4nkungen""";
9414;Songs90er;"        ""Inhalt""";
9415;Songs90er;"        ""Gegen\u00fcber""";
9416;Songs90er;"        ""M\u00e4nnlichkeit""";
9417;Songs90er;"        ""Art""";
9418;Songs90er;"        ""Weise""";
9419;Songs90er;"        ""Beleidigung""";
9420;Songs90er;"        ""Homosexuelle""";
9421;Songs90er;"        ""Form""";
9422;Songs90er;"        ""Mann""";
9423;Songs90er;"        ""Rapper""";
9424;Songs90er;"        ""L\u00fcckenf\u00fcller""";
9425;Songs90er;"        ""Platzhalter""";
9426;Songs90er;"        ""Allzweckbeleidigung""";
9427;Songs90er;"        ""US-Rapper""";
9428;Songs90er;"        ""Wort""";
9429;Songs90er;"        ""Album""";
9430;Songs90er;"        ""Mal""";
9431;Songs90er;"        ""Problematischerweise""";
9432;Songs90er;"        ""Verhalten""";
9433;Songs90er;"        ""Menschen""";
9434;Songs90er;"        ""\u00d6ffentlichkeit""";
9435;Songs90er;"        ""Anfang""";
9436;Songs90er;"        ""2000er-Jahre""";
9437;Songs90er;"        ""Hiphop""";
9438;Songs90er;"        ""Emanzipation""";
9439;Songs90er;"        ""Gang\u00adstarap""";
9440;Songs90er;"        ""Jahre""";
9441;Songs90er;"        ""Medien""";
9442;Songs90er;"        ""Ma\u00df""";
9443;Songs90er;"        ""Dinge""";
9444;Songs90er;"        ""Haltungen""";
9445;Songs90er;"        ""Rapmogulen""";
9446;Songs90er;"        ""West""";
9447;Songs90er;"        ""Wichtigkeit""";
9448;Songs90er;"        ""Revolution""";
9449;Songs90er;"        ""Medien""";
9450;Songs90er;"        ""Coming-Out""";
9451;Songs90er;"        ""R'n'B""";
9452;Songs90er;"        ""Hiphop-K\u00fcnstlers""";
9453;Songs90er;"        ""Grammysiegers""";
9454;Songs90er;"        ""wel\u00adches""";
9455;Songs90er;"        ""Bereichen""";
9456;Songs90er;"        ""Musik""";
9457;Songs90er;"        ""Anerkennung""";
9458;Songs90er;"        ""Gangstaphrasen""";
9459;Songs90er;"        ""Hiphop""";
9460;Songs90er;"        ""Entwicklung""";
9461;Songs90er;"        ""Urbild""";
9462;Songs90er;"        ""Gangstas""";
9463;Songs90er;"        ""Menschenbildern""";
9464;Songs90er;"        ""Attit\u00fcden""";
9465;Songs90er;"        ""Au\u00dfenstehenden""";
9466;Songs90er;"        ""Umbr\u00fcchen""";
9467;Songs90er;"        ""\u00c4nderungen""";
9468;Songs90er;"        ""Blickwinkels""";
9469;Songs90er;"        ""Homophobie""";
9470;Songs90er;"        ""Hiphop""";
9471;Songs90er;"        ""Gangstarap""";
9472;Songs90er;"        ""Vorschein""";
9473;Songs90er;"        ""Stimmung""";
9474;Songs90er;"        ""L\u00e4ndern""";
9475;Songs90er;"        ""Jahren""";
9476;Songs90er;"        ""Texte""";
9477;Songs90er;"        ""Kultur""";
9478;Songs90er;"        ""Homophobie""";
9479;Songs90er;"        ""Missstand""";
9480;Songs90er;"        ""Gesellschaft""";
9481;Songs90er;"        ""Bereichen""";
9482;Songs90er;"        ""Sexismus""";
9483;Songs90er;"        ""Homophobie""";
9484;Songs90er;"        ""Gesellschaft""";
9485;Songs90er;"        ""Spiegel""";
9486;Songs90er;"        ""Gesellschaft""";
9487;Songs90er;"        ""Kultur""";
9488;Songs90er;"        ""Hiphop""";
9489;Songs90er;"        ""\u00c4usserungen""";
9490;Songs90er;"        ""Gesellschaft""";
9491;Songs90er;"        ""Bambi""";
9492;Songs90er;"        ""Integration""";
9493;Songs90er;"        ""Mensch""";
9494;Songs90er;"        ""Vision""";
9495;Songs90er;"        ""Kreativit\u00e4t""";
9496;Songs90er;"        ""Dutzende""";
9497;Songs90er;"        ""Beispiele""";
9498;Songs90er;"        ""Hiphop""";
9499;Songs90er;"        ""Verdienste""";
9500;Songs90er;"        ""Verst\u00e4ndigung""";
9501;Songs90er;"        ""Kulturen""";
9502;Songs90er;"        ""Nationen""";
9503;Songs90er;"        ""Existenz""";
9504;Songs90er;"        ""Sprachrohr""";
9505;Songs90er;"        ""Unterprivilegierte""";
9506;Songs90er;"        ""Abseits""";
9507;Songs90er;"        ""Zust\u00e4nde""";
9508;Songs90er;"        ""Rassismus""";
9509;Songs90er;"        ""Antisemetismus""";
9510;Songs90er;"        ""Rap""";
9511;Songs90er;"        ""Tabu""";
9512;Songs90er;"        ""Szene""";
9513;Songs90er;"        ""Manko""";
9514;Songs90er;"        ""Homophobie""";
9515;Songs90er;"        ""Fahne""";
9516;Songs90er;"        ""Schlusswort""";
9517;Songs90er;"        ""Zitat""";
9518;Songs90er;"        ""Musikjournalisten""";
9519;Songs90er;"        ""Raptexte""";
9520;Songs90er;"        ""Kunst""";
9521;Songs90er;"        ""Allgemeinen""";
9522;Songs90er;"        ""Regel""";
9523;Songs90er;"        ""Unterschied""";
9524;Songs90er;"        ""Symbolischem""";
9525;Songs90er;"        ""Realem""";
9526;Songs90er;"        ""W\u00f6rtern""";
9527;Songs90er;"        ""Taten""";
9528;Songs90er;"        ""[""";
9529;Songs90er;"        ""Worte""";
9530;Songs90er;"        ""Wiederholung""";
9531;Songs90er;"        ""Standards""";
9532;Songs90er;"        ""Standarts""";
9533;Songs90er;"        ""Normen""";
9534;Songs90er;"        ""recht""";
9535;Songs90er;"        ""herhalten""";
9536;Songs90er;"        ""Problem""";
9537;Songs90er;"        ""Wort""";
9538;Songs90er;"        ""Personen""";
9539;Songs90er;"        ""B\u00fccher""";
9540;Songs90er;"        ""Homosexualit\u00e4t""";
9541;Songs90er;"        ""Geschichte""";
9542;Songs90er;"        ""Vorurteils""";
9543;Songs90er;"        ""Homosexuelle""";
9544;Songs90er;"        ""Dufrense""";
9545;Songs90er;"        ""Rap""";
9546;Songs90er;"        ""Revolution""";
9547;Songs90er;"        ""Repr\u00e4sentationen""";
9548;Songs90er;"        ""M\u00e4nnlichkeit""";
9549;Songs90er;"        ""Punk""";
9550;Songs90er;"        ""Rap""";
9551;Songs90er;"        ""Schweigen""";
9552;Songs90er;"        ""M\u00e4nner""";
9553;Songs90er;"        ""Homosexualit\u00e4t""";
9554;Songs90er;"        ""Fu\u00dfball""";
9555;Songs90er;"        ""Katrhin""";
9556;Songs90er;"        ""Liebe""";
9557;Songs90er;"        ""Geschlecht""";
9558;Songs90er;"        ""Thema""";
9559;Songs90er;"        ""Schule""";
9560;Songs90er;"        ""Verlan""";
9561;Songs90er;"        ""Jahre""";
9562;Songs90er;"        ""Hiphop""";
9563;Songs90er;"        ""H\u00f6fen""";
9564;Songs90er;"        ""Verlan""";
9565;Songs90er;"        ""Arbeitstexte""";
9566;Songs90er;"        ""Unterricht""";
9567;Songs90er;"        ""Rap-Texte""";
9568;Songs90er;"        ""Magazine""";
9569;Songs90er;"        ""Leopoldseder""";
9570;Songs90er;"        ""Rap""";
9571;Songs90er;"        ""Index""";
9572;Songs90er;"        ""Magazin""";
9573;Songs90er;"        ""Heft""";
9574;Songs90er;"        ""St\u00fcttgen""";
9575;Songs90er;"        ""Hiphop""";
9576;Songs90er;"        ""Bestandsaufnahme""";
9577;Songs90er;"        ""Magazin""";
9578;Songs90er;"        ""Heft""";
9579;Songs90er;"        ""Internetquellen""";
9580;Songs90er;"        ""protest""";
9581;Songs90er;"        ""URL""";
9582;Songs90er;"        ""http://www.mtv.com/news/articles/1439679/eminem-eltons-stan-duet-anticlimactic.jhtml""";
9583;Songs90er;"        ""Datum""";
9584;Songs90er;"        ""22.02.2001""";
9585;Songs90er;"        ""Abruf""";
9586;Songs90er;"        ""25.03.2013.""";
9587;Songs90er;"        ""Vortrag""";
9588;Songs90er;"        ""Homophobie""";
9589;Songs90er;"        ""HipHop""";
9590;Songs90er;"        ""Uni""";
9591;Songs90er;"        ""URL""";
9592;Songs90er;"        ""http://www.uni-trier.de""";
9593;Songs90er;"        ""Datum""";
9594;Songs90er;"        ""Abruf""";
9595;Songs90er;"        ""Fu\u00dfballer""";
9596;Songs90er;"        ""URL""";
9597;Songs90er;"        ""http://www.sueddeutsche.de""";
9598;Songs90er;"        ""kultur""";
9599;Songs90er;"        ""Datum""";
9600;Songs90er;"        ""Abruf""";
9601;Songs90er;"        ""Netz""";
9602;Songs90er;"        ""URL""";
9603;Songs90er;"        ""http://www.zeit.de""";
9604;Songs90er;"        ""Datum""";
9605;Songs90er;"        ""18.04.2008""";
9606;Songs90er;"        ""Abruf""";
9607;Songs90er;"        ""URL""";
9608;Songs90er;"        ""african-americans.aspx""";
9609;Songs90er;"        ""Datum""";
9610;Songs90er;"        ""30.01.2009""";
9611;Songs90er;"        ""Abruf""";
9612;Songs90er;"        ""Kedves""";
9613;Songs90er;"        ""Posterboy""";
9614;Songs90er;"        ""Hiphop""";
9615;Songs90er;"        ""Bewegung""";
9616;Songs90er;"        ""URL""";
9617;Songs90er;"        ""der-schwulen-hip-hop-bewegung-1.1402867""";
9618;Songs90er;"        ""Datum""";
9619;Songs90er;"        ""Abruf""";
9620;Songs90er;"        ""Richter""";
9621;Songs90er;"        ""Peter(2008):Deutscher""";
9622;Songs90er;"        ""URL""";
9623;Songs90er;"        ""gangsterrap-kannst-du-stecken-lassen-1514484.html""";
9624;Songs90er;"        ""Datum""";
9625;Songs90er;"        ""20.01.2008""";
9626;Songs90er;"        ""Abruf""";
9627;Songs90er;"        ""St\u00fcttgen""";
9628;Songs90er;"        ""Rapper""";
9629;Songs90er;"        ""Muskelspiel""";
9630;Songs90er;"        ""Homogangster""";
9631;Songs90er;"        ""URL""";
9632;Songs90er;"        ""Datum""";
9633;Songs90er;"        ""18.07.2007""";
9634;Songs90er;"        ""Abruf""";
9635;Songs90er;"        ""Coolness-Ding""";
9636;Songs90er;"        ""URL""";
9637;Songs90er;"        ""Datum""";
9638;Songs90er;"        ""Abruf:25.03.2013.""";
9639;Songs90er;"        ""Attacke""";
9640;Songs90er;"        ""Kinderzimmer""";
9641;Songs90er;"        ""URL""";
9642;Songs90er;"        ""Datum""";
9643;Songs90er;"        ""Abruf""";
9644;Songs90er;"        ""St\u00fcttgen""";
9645;Songs90er;"        ""Rapper""";
9646;Songs90er;"        ""Muskelspiel""";
9647;Songs90er;"        ""Homogangster""";
9648;Songs90er;"        ""URL""";
9649;Songs90er;"        ""Datum""";
9650;Songs90er;"        ""18.07.2007""";
9651;Songs90er;"        ""Abruf""";
9652;Songs90er;"        ""Wikipedia""";
9653;Songs90er;"        ""Enzyklop\u00e4die""";
9654;Songs90er;"        ""Homophobie""";
9655;Songs90er;"        ""URL""";
9656;Songs90er;"        ""Stand""";
9657;Songs90er;"        ""Abruf""";
9658;Songs90er;"        ""Enzyklop\u00e4die""";
9659;Songs90er;"        ""Homophobie""";
9660;Songs90er;"        ""URL""";
9661;Songs90er;"        ""Stand""";
9662;Songs90er;"        ""Abruf""";
9663;Songs90er;"        ""Autor""";
9664;Songs90er;"        ""A.""";
9665;Songs90er;"        ""URL""";
9666;Songs90er;"        ""Datum""";
9667;Songs90er;"        ""24.09.2003""";
9668;Songs90er;"        ""Abruf""";
9669;Songs90er;"        ""25.03.2013.""";
9670;Songs90er;"        ""A.""";
9671;Songs90er;"        ""Spie\u00dfer""";
9672;Songs90er;"        ""URL""";
9673;Songs90er;"        ""http://www.tagesspiegel.de""";
9674;Songs90er;"        ""bushi\u00addo-ich-bin-ein-spiesser""";
9675;Songs90er;"        ""Datum""";
9676;Songs90er;"        ""30.08.2007""";
9677;Songs90er;"        ""Abruf""";
9678;Songs90er;"        ""25.03.2013.""";
9679;Songs90er;"        ""A.""";
9680;Songs90er;"        ""URL""";
9681;Songs90er;"        ""Datum""";
9682;Songs90er;"        ""15.05.2001""";
9683;Songs90er;"        ""Abruf""";
9684;Songs90er;"        ""25.03.2013.""";
9685;Songs90er;"        ""A.""";
9686;Songs90er;"        ""Charterfolg""";
9687;Songs90er;"        ""Kollegah""";
9688;Songs90er;"        ""Gangstarap""";
9689;Songs90er;"        ""URL""";
9690;Songs90er;"        ""http://www.spiegel.de""";
9691;Songs90er;"        ""kultur""";
9692;Songs90er;"        ""musik""";
9693;Songs90er;"        ""Datum""";
9694;Songs90er;"        ""19.02.2013";"Abruf"""
9695;Songs90er;"        ""25.03.2013.""";
9696;Songs90er;"        ""A.""";
9697;Songs90er;"        ""Erw\u00e4gungen""";
9698;Songs90er;"        ""Entw\u00fcrfen""";
9699;Songs90er;"        ""Anerkennung""";
9700;Songs90er;"        ""Lebensgemeinschaften""";
9701;Songs90er;"        ""Personen""";
9702;Songs90er;"        ""URL""";
9703;Songs90er;"        ""Datum""";
9704;Songs90er;"        ""Abruf""";
9705;Songs90er;"        ""23.03.13.""";
9706;Songs90er;"        ""zit.n""";
9707;Songs90er;"        ""Katechismus""";
9708;Songs90er;"        ""Kirche""";
9709;Songs90er;"        ""Artikel""";
9710;Songs90er;"        ""ContributorsBettina""";
9711;Songs90er;"        ""Part""";
9712;Songs90er;"        ""Gott""";
9713;Songs90er;"        ""Quizshow""";
9714;Songs90er;"        ""krieg""";
9715;Songs90er;"        ""Schiss""";
9716;Songs90er;"        ""Dralle""";
9717;Songs90er;"        ""Mann""";
9718;Songs90er;"        ""Fragen""";
9719;Songs90er;"        ""Automarken""";
9720;Songs90er;"        ""Ende""";
9721;Songs90er;"        ""H\u00fcften""";
9722;Songs90er;"        ""Br\u00fcste""";
9723;Songs90er;"        ""taumel""";
9724;Songs90er;"        ""baumel""";
9725;Songs90er;"        ""Br\u00fcste""";
9726;Songs90er;"        ""Br\u00fcste""";
9727;Songs90er;"        ""Br\u00fcste""";
9728;Songs90er;"        ""Br\u00fcste""";
9729;Songs90er;"        ""Part""";
