ID;Noun;Gender;Year;Artist
8;Refrain;['Masc'];2022;Die Toten Hosen
8;Schritt;['Masc'];2022;Die Toten Hosen
8;Seite;['Fem'];2022;Die Toten Hosen
8;Bess'ren;['Masc'];2022;Die Toten Hosen
8;Refrain;['Masc'];2022;Die Toten Hosen
8;Schritt;['Masc'];2022;Die Toten Hosen
8;Seite;['Fem'];2022;Die Toten Hosen
8;siehstEmbed;['Masc'];2022;Die Toten Hosen
9;ContributorsNiemals;['Neut'];2022;Die Toten Hosen
9;Meinung;['Fem'];2022;Die Toten Hosen
9;Remix;['Masc'];2022;Die Toten Hosen
9;Songtext;['Masc'];2022;Die Toten Hosen
9;Meinung;['Fem'];2022;Die Toten Hosen
9;Remix;['Masc'];2022;Die Toten Hosen
9;Strophe;['Fem'];2022;Die Toten Hosen
9;Sterne;['Masc'];2022;Die Toten Hosen
9;Mond;['Masc'];2022;Die Toten Hosen
9;Halt;['Masc'];2022;Die Toten Hosen
9;Freunden;['Masc'];2022;Die Toten Hosen
9;Wunder;['Neut'];2022;Die Toten Hosen
9;Refrain;['Masc'];2022;Die Toten Hosen
9;Meinung;['Fem'];2022;Die Toten Hosen
9;Wetter;['Neut'];2022;Die Toten Hosen
9;Tag;['Masc'];2022;Die Toten Hosen
9;Streit;['Masc'];2022;Die Toten Hosen
9;Strophe;['Fem'];2022;Die Toten Hosen
9;aussteh'n;['Masc'];2022;Die Toten Hosen
9;Trost;['Masc'];2022;Die Toten Hosen
9;Mitleid;['Neut'];2022;Die Toten Hosen
9;Refrain;['Masc'];2022;Die Toten Hosen
9;Meinung;['Fem'];2022;Die Toten Hosen
9;Wetter;['Neut'];2022;Die Toten Hosen
9;Tag;['Masc'];2022;Die Toten Hosen
9;Streit;['Masc'];2022;Die Toten Hosen
9;Angst;['Fem'];2022;Die Toten Hosen
9;Refrain;['Masc'];2022;Die Toten Hosen
9;Meinung;['Fem'];2022;Die Toten Hosen
9;Wetter;['Neut'];2022;Die Toten Hosen
9;Meinung;['Fem'];2022;Die Toten Hosen
9;Tag;['Masc'];2022;Die Toten Hosen
9;Streit;['Masc'];2022;Die Toten Hosen
9;Meinung;['Fem'];2022;Die Toten Hosen
9;Wetter;['Neut'];2022;Die Toten Hosen
9;Meinung;['Fem'];2022;Die Toten Hosen
9;Tag;['Masc'];2022;Die Toten Hosen
9;Streit;['Masc'];2022;Die Toten Hosen
9;Tag;['Masc'];2022;Die Toten Hosen
9;Streit;['Masc'];2022;Die Toten Hosen
9;Meinung;['Fem'];2022;Die Toten Hosen
9;Tag;['Masc'];2022;Die Toten Hosen
