,Noun,Year,Artist,Popularity
1580,Eltern,2022,Franzi Harmsen,50
1581,Pause,2022,Wincent Weiss,44
1582,Pause,2022,Wincent Weiss,44
1583,Pause,2022,Wincent Weiss,44
1584,Sonnenschein,2022,Die Toten Hosen,36
1585,Sonnenschein,2022,Die Toten Hosen,36
1586,Menschen,2022,Die Toten Hosen,36
1587,Stimme,2022,badchieff,62
1588,Stimme,2022,badchieff,62
1589,Liebling,2022,Mike Singer,41
1590,Vorbild,2022,Lune,46
1591,Vorbild,2022,Lune,46
1592,Vorbild,2022,Lune,46
1593,Vorbild,2022,Lune,46
1594,Vorbild,2022,Lune,46
1595,Vorbild,2022,Lune,46
1596,Beziehung,2022,Alligatoah,1
1597,Kind,2022,Alligatoah,1
1598,Kind,2022,Alligatoah,1
1599,Kind,2022,Alligatoah,1
1600,Personal,2022,Laurenz,0
1601,Personal,2022,Laurenz,0
1602,DJ,2022,Laurenz,0
1603,Konzert,2022,SDP,45
1604,Vater,2022,SDP,45
1605,Vorbild,2022,SDP,45
1606,Vorbild,2022,SDP,45
1607,Vorbild,2022,SDP,45
1608,Menschen,2021,KUMMER,68
1609,Gesellschaft,2021,KUMMER,68
1610,Mensch,2021,KUMMER,68
1611,Kinder,2021,KUMMER,68
1612,Menschen,2021,KUMMER,68
1613,Gesellschaft,2021,KUMMER,68
1614,Team,2022,DVKS,2
1615,Menschen,2022,Alexa Feser,39
1616,Ersatz,2022,Montez,0
1617,Stimme,2022,FRINK,7
1618,Stimme,2022,FRINK,7
1619,Kommentar,2022,FRINK,7
1620,Kommentar,2022,FRINK,7
1621,Konzert,2022,FRINK,7
1622,Beziehung,2022,LENA UND LUIS,3
1623,Anleitung,2022,LENA UND LUIS,3
1624,Beziehung,2022,LENA UND LUIS,3
1625,Beziehung,2022,LENA UND LUIS,3
1626,Team,2021,K-Fly,36
1627,Team,2021,K-Fly,36
1628,Team,2021,K-Fly,36
1629,Team,2021,K-Fly,36
1630,Team,2021,K-Fly,36
1631,Team,2021,K-Fly,36
1632,Team,2021,K-Fly,36
1633,Team,2021,K-Fly,36
1634,Team,2021,K-Fly,36
1635,Team,2021,K-Fly,36
1636,Team,2021,K-Fly,36
1637,Team,2021,K-Fly,36
1638,Team,2021,K-Fly,36
1639,Team,2021,K-Fly,36
1640,Team,2021,K-Fly,36
1641,Genie,2021,CRO,1
1642,Genie,2021,CRO,1
1643,Gesellschaft,2021,AYLIVA,59
1644,Gesellschaft,2021,AYLIVA,59
1645,Kinder,2021,Adesse,26
1646,Kinder,2021,Adesse,26
1647,Kinder,2021,Adesse,26
1648,Kinder,2021,Adesse,26
1649,Mensch,2021,Fabian Wegerer,55
1650,Mensch,2021,Fabian Wegerer,55
1651,Empfang,2021,Mike Singer,35
1652,Empfang,2021,Mike Singer,35
1653,Stimme,2021,Noah,32
1654,Stimme,2021,Noah,32
1655,Stimme,2021,Noah,32
1656,Stimme,2021,Noah,32
1657,Stimme,2021,Noah,32
1658,Stimme,2021,Noah,32
1659,Stimme,2021,Noah,32
1660,Stimme,2021,Noah,32
1661,Stimme,2021,Noah,32
1662,Stimme,2021,Noah,32
1663,Stimme,2021,Noah,32
1664,Stimme,2021,Noah,32
1665,Mensch,2021,Pietro Basile,41
1666,Beziehung,2021,Pietro Basile,41
1667,Kurs,2021,Alexa Feser,42
1668,Eltern,2021,LUNA,54
1669,Kind,2021,LUNA,54
1670,Kind,2021,LUNA,54
1671,Kind,2021,LUNA,54
1672,Kind,2021,LUNA,54
1673,Kind,2021,LUNA,54
1674,Kind,2021,LUNA,54
1675,Kind,2021,LUNA,54
1676,Kind,2021,LUNA,54
1677,Kind,2021,LUNA,54
1678,Kind,2021,LUNA,54
1679,Kind,2021,LUNA,54
1680,Kind,2021,LUNA,54
1681,Kind,2021,LUNA,54
1682,Kind,2021,LUNA,54
1683,Kind,2021,LUNA,54
1684,Kind,2021,LUNA,54
1685,Kind,2021,LUNA,54
1686,Kind,2021,LUNA,54
1687,Kind,2021,LUNA,54
1688,Kind,2021,LUNA,54
1689,Kind,2021,LUNA,54
1690,Kind,2021,LUNA,54
1691,Kind,2021,LUNA,54
1692,Kind,2021,LUNA,54
1693,Kind,2021,LUNA,54
1694,Kind,2021,LUNA,54
1695,Kind,2021,LUNA,54
1696,Pause,2021,Mark Forster,45
1697,Menschen,2021,Sarah Connor,50
1698,Ampel,2021,Philipp Poisel,0
1699,Kreis,2021,Philipp Poisel,0
1700,Eltern,2021,Pashanim,75
1701,Team,2021,Pashanim,75
1702,Pause,2021,Adel Tawil,38
1703,Pause,2021,Adel Tawil,38
1704,Pause,2021,Adel Tawil,38
1705,Pause,2021,Adel Tawil,38
1706,Pause,2021,Adel Tawil,38
1707,Pause,2021,Adel Tawil,38
1708,Pause,2021,Adel Tawil,38
1709,Pause,2021,Adel Tawil,38
1710,Pause,2021,Adel Tawil,38
1711,Pause,2021,Adel Tawil,38
1712,Pause,2021,Adel Tawil,38
1713,Pause,2021,Adel Tawil,38
1714,Menschen,2021,Alligatoah,0
1715,Menschen,2021,Alligatoah,0
1716,Tier,2021,Alligatoah,0
1717,Kreis,2021,Tim Bendzko,52
1718,Zimmer,2021,Beatzarre & Djorkaeff,54
1719,Kinder,2021,Beatzarre & Djorkaeff,54
1720,Vater,2021,Beatzarre & Djorkaeff,54
1721,Kinder,2021,Beatzarre & Djorkaeff,54
1722,Zimmer,2021,Beatzarre & Djorkaeff,54
1723,Zimmer,2021,Beatzarre & Djorkaeff,54
1724,Mensch,2021,JORIS,34
1725,Kreis,2021,Clueso,30
1726,Polizei,2021,Clueso,30
1727,Stimmen,2021,Querbeat,15
1728,Natur,2021,Querbeat,15
1729,Natur,2021,Querbeat,15
1730,Natur,2021,Querbeat,15
1731,Zimmer,2021,Provinz,60
1732,Zimmer,2021,Provinz,60
1733,Zimmer,2021,Provinz,60
1734,Zimmer,2021,Provinz,60
1735,Zimmer,2021,Provinz,60
1736,Zimmer,2021,Provinz,60
1737,Zimmer,2021,Provinz,60
1738,Zimmer,2021,Provinz,60
1739,Zimmer,2021,Provinz,60
1740,Zimmer,2021,Provinz,60
1741,Zimmer,2021,Provinz,60
1742,Zimmer,2021,Provinz,60
1743,Zimmer,2021,Provinz,60
1744,Mensch,2021,SANTOS,60
1745,Sonnenschein,2021,SANTOS,60
1746,Sonnenschein,2021,SANTOS,60
1747,Menschen,2021,TheDoDo,40
1748,Menschen,2021,TheDoDo,40
1749,Vater,2021,TheDoDo,40
1750,Menschen,2021,TheDoDo,40
1751,Menschen,2021,TheDoDo,40
1752,Menschen,2021,TheDoDo,40
1753,Menschen,2021,TheDoDo,40
1754,Konto,2021,Die Prinzen,28
1755,Konto,2021,Die Prinzen,28
1756,Konto,2021,Die Prinzen,28
1757,Eltern,2021,Die Prinzen,28
1758,Konto,2021,Die Prinzen,28
1759,Konto,2021,Die Prinzen,28
1760,Konto,2021,Die Prinzen,28
1761,Konto,2021,Die Prinzen,28
1762,Konto,2021,Die Prinzen,28
1763,Konto,2021,Die Prinzen,28
1764,Konto,2021,Die Prinzen,28
1765,Konto,2021,Die Prinzen,28
1766,Konto,2021,Die Prinzen,28
1767,Ampel,2021,Sarah Engels,31
1768,Ampel,2021,Sarah Engels,31
1769,Ampel,2021,Sarah Engels,31
1770,Wache,2021,CRO,42
1771,Eltern,2021,Max Giesinger,0
1772,Menschen,2021,Sarah Engels,36
1773,Zimmer,2021,CÉLINE,1
1774,Zimmer,2021,CÉLINE,1
1775,Stimme,2021,Revolverheld,40
1776,Stimme,2021,Revolverheld,40
1777,Konto,2021,Revolverheld,40
1778,Konto,2021,Revolverheld,40
1779,Konto,2021,Revolverheld,40
1780,Stimme,2021,Revolverheld,40
1781,Stimme,2021,Revolverheld,40
1782,Stimme,2021,Revolverheld,40
1783,Stimme,2021,Revolverheld,40
1784,Team,2021,toksi,20
1785,Mensch,2021,Ben Zucker,28
1786,Mensch,2021,Ben Zucker,28
1787,Mensch,2021,Ben Zucker,28
1788,Mensch,2021,Ben Zucker,28
1789,Mensch,2021,Ben Zucker,28
1790,Mensch,2021,Ben Zucker,28
1791,Mensch,2021,Ben Zucker,28
1792,Mensch,2021,Ben Zucker,28
1793,Mensch,2021,Ben Zucker,28
1794,Mensch,2021,Ben Zucker,28
1795,Kurs,2021,Oh Brother,21
1796,Besuch,2021,Stereoact,43
1797,Besuch,2021,Max Giesinger,38
1798,Kreis,2021,Keanu,34
1799,Kreis,2021,Georg Stengel,36
1800,Kreis,2021,Georg Stengel,36
1801,Illusion,2021,Pietro Lombardi,42
1802,Illusion,2021,Pietro Lombardi,42
1803,Illusion,2021,Pietro Lombardi,42
1804,Illusion,2021,Pietro Lombardi,42
1805,Kind,2021,Stereoact,35
1806,Kind,2021,Stereoact,35
1807,Kind,2021,Stereoact,35
1808,Zimmer,2020,toksi,9
1809,Person,2020,Clueso,36
1810,Mensch,2019,K-Fly,54
1811,Kinder,2020,Gentleman,50
1812,Ersatz,2020,CÉLINE,0
1813,Gesellschaft,2020,Alligatoah,4
1814,Mitmensch,2020,Alligatoah,4
1815,Mitmensch,2020,Alligatoah,4
1816,Zimmer,2020,Clueso,59
1817,Kurs,2020,Clueso,59
1818,Kurs,2020,Clueso,59
1819,Stimme,2020,Clueso,59
1820,Stimme,2020,Clueso,59
1821,Stimme,2020,Clueso,59
1822,Stimme,2020,Clueso,59
1823,Empfang,2020,KitschKrieg,51
1824,Empfang,2020,KitschKrieg,51
1825,Stimmen,2020,Chima,19
1826,Vater,2020,FASO,0
1827,Eltern,2020,FASO,0
1828,Stimme,2020,KATI K,35
1829,Stimme,2020,KATI K,35
1830,Liebling,2020,KATI K,35
1831,Liebling,2020,KATI K,35
1832,Kamera,2020,ELIF,43
1833,Kreis,2020,Provinz,61
1834,Kreis,2020,Provinz,61
1835,Kreis,2020,Provinz,61
1836,Kreis,2020,Provinz,61
1837,Kreis,2020,Provinz,61
1838,Kreis,2020,Provinz,61
1839,Eltern,2020,Capital Bra,56
1840,Kind,2020,Seeed,64
1841,Kind,2020,Seeed,64
1842,Kind,2020,Seeed,64
1843,Team,2020,Seeed,64
1844,Team,2020,Seeed,64
1845,Kind,2020,Seeed,64
1846,Kind,2020,Seeed,64
1847,Kind,2020,Seeed,64
1848,Team,2020,Seeed,64
1849,Team,2020,Seeed,64
1850,Team,2020,Seeed,64
1851,Team,2020,Seeed,64
1852,Zimmer,2020,Mathea,31
1853,Pause,2020,JORIS,52
1854,Stimme,2020,JORIS,52
1855,Stimme,2020,JORIS,52
1856,Stimme,2020,JORIS,52
1857,Stimme,2020,JORIS,52
1858,Stimme,2020,JORIS,52
1859,Stimme,2020,JORIS,52
1860,Kind,2020,Fynn Kliemann,49
1861,Kind,2020,Fynn Kliemann,49
1862,Kind,2020,Fynn Kliemann,49
1863,Kind,2020,MoTrip,48
1864,Kind,2020,MoTrip,48
1865,Kind,2020,MoTrip,48
1866,Mensch,2020,Emilio,41
1867,Zimmer,2020,Clueso,52
1868,Kreis,2020,Clueso,52
1869,Stelle,2020,MC Bilal,47
1870,Stimme,2020,Kelly Clarkson,24
1871,Stimme,2020,Kelly Clarkson,24
1872,Stimme,2020,Kelly Clarkson,24
1873,Stimme,2020,Kelly Clarkson,24
1874,Kinder,2020,Simon Will,28
1875,Menschen,2020,Simon Will,28
1876,Menschen,2020,Simon Will,28
1877,DJ,2020,Julia Kautz,1
1878,Menschen,2020,Max Giesinger,40
1879,Stimme,2020,Jamie Roseanne,16
1880,Stimme,2020,Jamie Roseanne,16
1881,Kinder,2020,Julia Kautz,0
1882,Kinder,2020,Julia Kautz,0
1883,Zielgruppe,2020,Julia Kautz,0
1884,Zielgruppe,2020,Julia Kautz,0
1885,Zielgruppe,2020,Julia Kautz,0
1886,Zielgruppe,2020,Julia Kautz,0
1887,Kreis,2020,Julia Kautz,0
1888,Kreis,2020,Julia Kautz,0
1889,Menschen,2020,Julia Kautz,0
1890,Mensch,2020,Julia Kautz,0
1891,Polizei,2020,Julia Kautz,0
1892,Zimmer,2020,Julia Kautz,0
1893,Kinder,2020,Julia Kautz,0
1894,Kinder,2020,Julia Kautz,0
1895,Kinder,2020,Julia Kautz,0
1896,Kinder,2020,Julia Kautz,0
1897,Gesellschaft,2020,Julia Kautz,0
1898,Kinder,2020,Julia Kautz,0
1899,Eltern,2020,Julia Kautz,0
1900,Vater,2020,Julia Kautz,0
1901,Gesellschaft,2020,Julia Kautz,0
1902,Menschen,2020,Julia Kautz,0
1903,Stimme,2020,Julia Kautz,0
1904,Stimme,2020,Julia Kautz,0
1905,Tier,2020,Julia Kautz,0
1906,Genie,2020,Julia Kautz,0
1907,Genie,2020,Julia Kautz,0
1908,Natur,2020,Julia Kautz,0
1909,Kind,2020,Julia Kautz,0
1910,Kind,2020,Julia Kautz,0
1911,Kind,2020,Julia Kautz,0
1912,Gruppe,2020,Julia Kautz,0
1913,Menschen,2020,Julia Kautz,0
1914,Person,2020,Julia Kautz,0
1915,Vater,2020,Julia Kautz,0
1916,Vater,2020,Julia Kautz,0
1917,Vater,2020,Julia Kautz,0
1918,Mensch,2020,Julia Kautz,0
1919,Stimmen,2020,Julia Kautz,0
1920,Genie,2020,Julia Kautz,0
1921,Genie,2020,Julia Kautz,0
1922,Illusion,2020,Julia Kautz,0
1923,Natur,2020,Julia Kautz,0
1924,Natur,2020,Julia Kautz,0
1925,Gesellschaft,2020,Julia Kautz,0
1926,Publikum,2020,Julia Kautz,0
1927,Publikum,2020,Julia Kautz,0
1928,Publikum,2020,Julia Kautz,0
1929,Publikum,2020,Julia Kautz,0
1930,Publikum,2020,Julia Kautz,0
1931,Publikum,2020,Julia Kautz,0
1932,Pause,2020,Sarah Connor,28
1933,Pause,2020,Sarah Connor,28
1934,Menschen,2020,Sarah Connor,28
1935,Menschen,2019,Fabian Römer,33
1936,Kreis,2019,Krass Klassenfahrt,37
1937,Fans,2019,Phil Masel,7
1938,Kind,2019,Phil Masel,7
1939,Kind,2019,Phil Masel,7
1940,Kind,2019,Phil Masel,7
1941,Menschen,2019,Phil Masel,7
1942,Fans,2019,Phil Masel,7
1943,Fans,2019,Phil Masel,7
1944,Fans,2019,Phil Masel,7
1945,Vater,2019,Phil Masel,7
1946,Fans,2019,Phil Masel,7
1947,Vater,2019,Phil Masel,7
1948,Interesse,2019,Phil Masel,7
1949,Medien,2019,Phil Masel,7
1950,Stelle,2019,Phil Masel,7
1951,Fans,2019,Phil Masel,7
1952,Fans,2019,Phil Masel,7
1953,Menschen,2019,Phil Masel,7
1954,Team,2019,Phil Masel,7
1955,Pause,2019,Phil Masel,7
1956,Polizei,2019,Phil Masel,7
1957,Kinder,2019,Phil Masel,7
1958,Fans,2019,Phil Masel,7
1959,Vater,2019,Phil Masel,7
1960,Team,2019,Phil Masel,7
1961,Fans,2019,Phil Masel,7
1962,Firma,2019,Phil Masel,7
1963,Gesellschaft,2019,Phil Masel,7
1964,Eltern,2019,Phil Masel,7
1965,Interesse,2019,Phil Masel,7
1966,Fans,2019,Phil Masel,7
1967,Fans,2019,Phil Masel,7
1968,Amt,2019,Phil Masel,7
1969,Amt,2019,Phil Masel,7
1970,Natur,2019,Phil Masel,7
1971,Tier,2019,Phil Masel,7
1972,Menschen,2019,Phil Masel,7
1973,Eltern,2019,Phil Masel,7
1974,Tier,2019,Phil Masel,7
1975,Eltern,2019,Phil Masel,7
1976,Polizei,2019,Phil Masel,7
1977,Eltern,2019,Phil Masel,7
1978,Fans,2019,Phil Masel,7
1979,Person,2019,Phil Masel,7
1980,Mensch,2019,Phil Masel,7
1981,Empfang,2019,Phil Masel,7
1982,Empfang,2019,Phil Masel,7
1983,Gesellschaft,2019,Phil Masel,7
1984,Schreibtisch,2019,Phil Masel,7
1985,Eltern,2019,Phil Masel,7
1986,Eltern,2019,Phil Masel,7
1987,Support,2019,Phil Masel,7
1988,Support,2019,Phil Masel,7
1989,Support,2019,Phil Masel,7
1990,Support,2019,Phil Masel,7
1991,Fans,2019,Phil Masel,7
1992,Management,2019,Phil Masel,7
1993,Firma,2019,Phil Masel,7
1994,Gehweg,2020,Fynn Kliemann,30
1995,Gehweg,2020,Fynn Kliemann,30
1996,Profil,2020,Fynn Kliemann,30
1997,Profil,2020,Fynn Kliemann,30
1998,Kind,2019,Sarah Connor,46
1999,Kind,2019,Sarah Connor,46
2000,Kind,2019,Sarah Connor,46
2001,Kind,2019,Sarah Connor,46
2002,Kind,2019,Sarah Connor,46
2003,Kind,2019,Sarah Connor,46
2004,Kind,2019,Sarah Connor,46
2005,Kind,2019,Sarah Connor,46
2006,Kind,2019,Sarah Connor,46
2007,Kinder,2019,Sarah Connor,46
2008,Kind,2019,Sarah Connor,46
2009,Kind,2019,Sarah Connor,46
2010,Kind,2019,Sarah Connor,46
2011,Eltern,2022,SDP,1
2012,Menschen,2022,Max Giesinger,0
2013,Ampel,2022,Max Giesinger,0
2014,Kreis,2022,Adel Tawil,36
2015,Mensch,2022,Loredana,1
2016,Sonnenschein,2022,TheDoDo,28
2017,Sonnenschein,2022,TheDoDo,28
2018,Stimme,2022,TheDoDo,28
2019,Stimme,2022,TheDoDo,28
2020,Menschen,2022,Pietro Lombardi,42
2021,Menschen,2022,Pietro Lombardi,42
2022,Kamera,2022,Pietro Lombardi,42
2023,Menschen,2022,Pietro Lombardi,42
2024,Menschen,2022,Pietro Lombardi,42
2025,Menschen,2022,Pietro Lombardi,42
2026,Menschen,2022,Pietro Lombardi,42
2027,Stimme,2022,KATI K,52
2028,Stimme,2022,KATI K,52
2029,Kind,2022,1986zig,51
2030,Kind,2022,1986zig,51
2031,Kind,2022,1986zig,51
2032,Besuch,2022,1986zig,51
2033,Kind,2022,1986zig,51
2034,Kind,2022,1986zig,51
2035,Kind,2022,1986zig,51
2036,Menschen,2022,1986zig,51
2037,Menschen,2022,Provinz,51
2038,Menschen,2022,Provinz,51
2039,Menschen,2022,Provinz,51
2040,Menschen,2022,Provinz,51
2041,Menschen,2022,Provinz,51
2042,Menschen,2022,Provinz,51
2043,Eltern,2022,Provinz,51
2044,Menschen,2022,Provinz,51
2045,Menschen,2022,Provinz,51
2046,Menschen,2022,Provinz,51
2047,Menschen,2022,Provinz,51
2048,Menschen,2022,Provinz,51
2049,Mensch,2022,KAYEF,41
2050,Wache,2022,Esther Graf,54
2051,Wache,2022,Esther Graf,54
2052,Wache,2022,Esther Graf,54
2053,Wache,2023,Montez,61
2054,Mensch,2022,KAYEF,50
2055,Mensch,2022,KAYEF,50
2056,Mensch,2022,KAYEF,50
2057,Mensch,2022,DUEJA,47
2058,Pause,2023,AnnenMayKantereit,69
2059,Pause,2023,AnnenMayKantereit,69
2060,Natur,2022,RIAN,47
2061,Empfang,2022,Mike Singer,39
2062,Empfang,2022,Mike Singer,39
2063,Konto,2022,Bozza,61
2064,Konto,2022,Bozza,61
2065,Konto,2022,Bozza,61
2066,Fans,2022,Bozza,61
2067,Menschen,2023,SOPHIA,62
2068,Pause,2022,LEA x LINDA,38
2069,Ersatz,2022,Bausa,51
2070,Kind,2022,Franzi Harmsen,37
2071,Kind,2022,Franzi Harmsen,37
2072,Kind,2022,Franzi Harmsen,37
2073,Kind,2022,Franzi Harmsen,37
2074,Kind,2022,Franzi Harmsen,37
2075,Kind,2022,Franzi Harmsen,37
2076,Kind,2022,Franzi Harmsen,37
2077,Kind,2022,Franzi Harmsen,37
2078,Kind,2022,Franzi Harmsen,37
2079,Eltern,2023,Apache 207,77
2080,Ampel,2023,Apache 207,77
2081,Kind,2022,Peter Fox,76
2082,Kind,2022,Peter Fox,76
2083,Kind,2022,Peter Fox,76
2084,Kind,2022,Peter Fox,76
2085,Kind,2022,Peter Fox,76
2086,Kind,2022,Peter Fox,76
2087,Kind,2022,Peter Fox,76
2088,Kind,2022,Peter Fox,76
2089,Kind,2022,Peter Fox,76
2090,Kind,2022,Peter Fox,76
2091,Kind,2022,Peter Fox,76
2092,Kind,2022,Peter Fox,76
2093,Kind,2022,Peter Fox,76
2094,Kind,2022,Peter Fox,76
2095,Kind,2022,Peter Fox,76
2096,Kind,2022,Peter Fox,76
2097,Kind,2022,Peter Fox,76
2098,Kind,2022,Peter Fox,76
2099,Kind,2022,Peter Fox,76
2100,Kind,2022,Peter Fox,76
2101,Kind,2022,Peter Fox,76
2102,Kind,2022,Peter Fox,76
2103,Kind,2022,Peter Fox,76
2104,Kind,2022,Peter Fox,76
2105,Kind,2022,Peter Fox,76
2106,Kind,2022,Peter Fox,76
2107,Kind,2022,Peter Fox,76
2108,Kind,2022,Peter Fox,76
2109,Kind,2022,Peter Fox,76
2110,Kind,2022,Peter Fox,76
2111,Kreis,2023,Peter Fox,59
2112,Zimmer,2020,Knappe,35
2113,Pause,2020,Sergen,14
2114,DJ,2020,Apache 207,59
2115,DJ,2020,Apache 207,59
2116,DJ,2020,Apache 207,59
2117,Zimmer,2020,Dardan,53
2118,Zimmer,2020,Dardan,53
2119,Zimmer,2020,Dardan,53
2120,Sonnenschein,2019,Madeline Juno,49
2121,Sonnenschein,2019,Madeline Juno,49
2122,Sonnenschein,2019,Madeline Juno,49
2123,Sonnenschein,2019,Madeline Juno,49
2124,Stimme,2020,Samra,50
2125,Stimme,2020,Samra,50
2126,Vater,2020,Samra,50
2127,Stimme,2020,Samra,50
2128,Stimme,2020,Samra,50
2129,Polizei,2020,CÉLINE,0
2130,Mensch,2020,Revelle,0
2131,Kind,2020,reezy,53
2132,Kind,2020,reezy,53
2133,Kind,2020,reezy,53
2134,Eltern,2020,reezy,53
2135,Pause,1992,Die Prinzen,29
2136,Mensch,2008,Herbert Grönemeyer,53
2137,Mensch,2008,Herbert Grönemeyer,53
2138,Mensch,2008,Herbert Grönemeyer,53
2139,Mensch,2008,Herbert Grönemeyer,53
2140,Mensch,2008,Herbert Grönemeyer,53
2141,Mensch,2008,Herbert Grönemeyer,53
2142,Mensch,2008,Herbert Grönemeyer,53
2143,Mensch,2008,Herbert Grönemeyer,53
2144,Mensch,2008,Herbert Grönemeyer,53
2145,Kreis,2003,Wolfsheim,51
2146,Eltern,2001,Subway To Sally,42
2147,Mensch,2020,Nina Hagen,46
2148,Mini,2020,Nina Hagen,46
2149,Mensch,2020,Nina Hagen,46
2150,Konzert,2011,Udo Lindenberg,54
2151,Mensch,1987,Westernhagen,57
2152,Mensch,1987,Westernhagen,57
2153,Chor,1993,Die Prinzen,41
2154,Mensch,1988,Die Toten Hosen,60
2155,Jugendliche,1988,Die Toten Hosen,60
2156,Kurs,1983,Peter Schilling,60
2157,Kinder,2007,Jan Delay,44
2158,Ansage,2007,Jan Delay,44
2159,Ansage,2007,Jan Delay,44
2160,Team,2007,Jan Delay,44
2161,Firma,2007,Jan Delay,44
2162,Sonnenschein,2014,Buddy,57
2163,Sonnenschein,2014,Buddy,57
2164,Sonnenschein,2014,Buddy,57
2165,Sonnenschein,2014,Buddy,57
2166,Sonnenschein,2014,Buddy,57
2167,Sonnenschein,2014,Buddy,57
2168,Sonnenschein,2014,Buddy,57
2169,Sonnenschein,2014,Buddy,57
2170,Sonnenschein,2014,Buddy,57
2171,Sonnenschein,2014,Buddy,57
2172,Sonnenschein,2014,Buddy,57
2173,Sonnenschein,2014,Buddy,57
2174,Stimme,2005,Ich + Ich,0
2175,Stimme,2005,Ich + Ich,0
2176,Tier,2008,Culcha Candela,0
2177,Studi,2008,Culcha Candela,0
2178,Kinder,2008,Peter Fox,49
2179,Kinder,2008,Peter Fox,49
2180,Kinder,2008,Peter Fox,49
2181,DJ,2005,Xavier Naidoo,0
2182,Kind,2008,Herbert Grönemeyer,56
2183,Kind,2008,Herbert Grönemeyer,56
2184,Kind,2008,Herbert Grönemeyer,56
2185,Kind,2008,Herbert Grönemeyer,56
2186,Kind,2008,Herbert Grönemeyer,56
2187,Kind,2008,Herbert Grönemeyer,56
2188,Kinder,2008,Herbert Grönemeyer,56
2189,Menschen,2008,Herbert Grönemeyer,56
2190,Kind,2008,Herbert Grönemeyer,56
2191,Kind,2008,Herbert Grönemeyer,56
2192,Kind,2008,Herbert Grönemeyer,56
2193,Besuch,2009,Pur,58
2194,Kind,1998,Die Ärzte,59
2195,Kind,1998,Die Ärzte,59
2196,Kind,1998,Die Ärzte,59
2197,Sonnenschein,1998,Die Ärzte,59
2198,Sonnenschein,1998,Die Ärzte,59
2199,Tier,1998,Die Ärzte,59
2200,Kind,1998,Die Ärzte,59
2201,Kind,1998,Die Ärzte,59
2202,Kind,1998,Die Ärzte,59
2203,Sonnenschein,1998,Die Ärzte,59
2204,Sonnenschein,1998,Die Ärzte,59
2205,Konto,1991,Die Prinzen,32
2206,Konto,1991,Die Prinzen,32
2207,Konto,1991,Die Prinzen,32
2208,Konto,1991,Die Prinzen,32
2209,Konto,1991,Die Prinzen,32
2210,Konto,1991,Die Prinzen,32
2211,Konto,1991,Die Prinzen,32
2212,Konto,1991,Die Prinzen,32
2213,Konto,1991,Die Prinzen,32
2214,Firma,2015,Pur,53
2215,Zimmer,2007,2raumwohnung,1
2216,Vater,2012,Sido,64
2217,Kind,2012,Haftbefehl,34
2218,Kind,2012,Haftbefehl,34
2219,Kind,2012,Haftbefehl,34
2220,Polizei,2005,Die Firma,66
2221,Beziehung,2005,Die Firma,66
2222,Menschen,2005,Die Firma,66
2223,Fans,2005,Die Firma,66
2224,Kind,2010,Marteria,0
2225,Kind,2010,Marteria,0
2226,Kind,2010,Marteria,0
2227,Kind,2010,Marteria,0
2228,Kind,2010,Marteria,0
2229,Kind,2010,Marteria,0
2230,Kind,2010,Marteria,0
2231,Kind,2010,Marteria,0
2232,Kind,2010,Marteria,0
2233,Pause,2010,Marteria,0
2234,Eltern,2017,Marsimoto,0
2235,Konto,2008,Deichkind,47
2236,Konto,2008,Deichkind,47
2237,Konto,2008,Deichkind,47
2238,DJ,2010,Fettes Brot,0
2239,DJ,2010,Fettes Brot,0
2240,Natur,2010,Fettes Brot,0
2241,Eltern,1999,Die Toten Hosen,49
2242,Pause,2009,Jan Delay,61
2243,Pause,2009,Jan Delay,61
2244,Besuch,2015,Pur,56
2245,Menschen,2005,Nicole,42
2246,Menschen,2005,Nicole,42
2247,Menschen,2016,257ers,56
2248,Sonnenschein,2007,Rudi Carrell,49
2249,Sonnenschein,2007,Rudi Carrell,49
2250,Chor,2007,Rudi Carrell,49
2251,Sonnenschein,2007,Rudi Carrell,49
2252,Sonnenschein,2007,Rudi Carrell,49
2253,Sonnenschein,2007,Rudi Carrell,49
2254,Sonnenschein,2007,Rudi Carrell,49
2255,Sonnenschein,2007,Rudi Carrell,49
2256,Sonnenschein,2007,Rudi Carrell,49
2257,Kreis,2001,Peter Maffay,55
2258,DJ,2008,Michael Wendler,44
2259,DJ,2008,Michael Wendler,44
2260,DJ,2008,Michael Wendler,44
2261,DJ,2008,Michael Wendler,44
2262,DJ,2008,Michael Wendler,44
2263,DJ,2008,Michael Wendler,44
2264,DJ,2008,Michael Wendler,44
2265,DJ,2008,Michael Wendler,44
2266,DJ,2008,Michael Wendler,44
2267,DJ,2008,Michael Wendler,44
2268,Shops,2016,Lemo,37
2269,Kind,2017,Pizzera & Jaus,53
2270,Kind,2017,Pizzera & Jaus,53
2271,Kind,2017,Pizzera & Jaus,53
2272,Menschen,2017,Pizzera & Jaus,53
2273,Kind,2017,Pizzera & Jaus,53
2274,Kind,2017,Pizzera & Jaus,53
2275,Kind,2017,Pizzera & Jaus,53
2276,Kinder,2017,Mark Forster,40
2277,Lieblingsmensch,2015,Namika,64
2278,Lieblingsmensch,2015,Namika,64
2279,Lieblingsmensch,2015,Namika,64
2280,Lieblingsmensch,2015,Namika,64
2281,Kreis,2015,Namika,64
2282,Lieblingsmensch,2015,Namika,64
2283,Lieblingsmensch,2015,Namika,64
2284,Lieblingsmensch,2015,Namika,64
